ep,avg_latency_ms,place_rate,fo_hit_rate,rel_pred_avg,emp_avail,avg_cost_total,attempted,placed,fo_cnt,fo_hit,fo_miss,cost_norm,lat_norm,topo_size,sfc_len_group
0,4.219215,0.717949,0.0,0.998002,0.121795,14.989174,156,112,93,0,93,0.4285382122951061,0.29632962300130156,,
1,4.501373,0.798701,0.0,0.997998,0.11039,14.482063,154,123,106,0,106,0.39962713285387963,0.6474295426180293,,
2,4.07456,0.564626,0.0,0.998125,0.095238,13.983753,147,83,69,0,69,0.3712178305120321,0.11633022625774833,,
3,4.268699,0.733766,0.0,0.99803,0.097403,14.570883,154,113,98,0,98,0.4046908531635827,0.35790462580932497,,
4,4.270744,0.703448,0.0,0.998195,0.062069,14.46186,145,102,93,0,93,0.39847535344424584,0.3604484717385141,,
5,4.222959,0.658065,0.0,0.998125,0.116129,14.160306,155,102,84,0,84,0.38128331265726645,0.30098848767426334,,
6,4.128855,0.761006,0.0,0.99807,0.150943,14.04992,159,121,97,0,97,0.37499008920152616,0.1838909213143219,,
7,4.370271,0.769737,0.0,0.99813,0.131579,14.486827,152,117,97,0,97,0.3998987551636005,0.48429334197936996,,
8,4.271514,0.766917,0.0,0.99812,0.030075,14.36231,133,102,98,0,98,0.39349487112561715,0.3614065346799776,,
9,4.531359,0.827815,0.0,0.998082,0.092715,14.548631,151,125,111,0,111,0.4041051312426364,0.6847416035537315,,
10,4.30637,0.714286,0.0,0.998001,0.123377,14.261614,154,110,91,0,91,0.387760645808432,0.4047789518222242,,
11,4.384555,0.703704,0.0,0.997912,0.012346,14.425888,162,114,112,0,112,0.39711540386481076,0.502068058472474,,
12,4.338821,0.701299,0.0,0.997951,0.11039,15.118558,154,108,91,0,91,0.4365602289203943,0.44515961263338666,,
13,4.167932,0.806452,0.0,0.99816,0.141935,14.212596,155,125,103,0,103,0.38496924996661147,0.23251541761776892,,
14,4.300391,0.75641,0.0,0.997981,0.134615,14.278603,156,118,97,0,97,0.38872813387547356,0.39733968762251454,,
15,4.314869,0.751592,0.0,0.998116,0.127389,14.513758,157,118,98,0,98,0.4021192899157928,0.4153547447793297,,
16,4.224158,0.664557,0.0,0.998132,0.107595,14.310147,158,105,88,0,88,0.39052439024658747,0.30248037606558814,,
17,4.267687,0.71875,0.0,0.99805,0.0,15.01621,160,115,115,0,115,0.430731927171443,0.3566450114915055,,
18,4.454002,0.798658,0.0,0.997921,0.107383,14.297404,149,119,103,0,103,0.3897987783825149,0.5884834826065988,,
19,4.280706,0.662252,0.0,0.997953,0.092715,14.414927,151,100,86,0,86,0.3964912241354713,0.37284511757710365,,
20,4.270427,0.720779,0.0,0.998198,0.12987,14.296711,154,111,91,0,91,0.38975929919917507,0.3600538204766403,,
21,4.270748,0.736486,0.0,0.99808,0.087838,14.180036,148,109,96,0,96,0.3831151211090802,0.3604536802814614,,
22,4.532587,0.784722,0.0,0.998016,0.083333,14.170895,144,113,101,0,101,0.3825945595880121,0.6862691683747517,,
23,4.239515,0.628931,0.0,0.998044,0.100629,14.715296,159,100,84,0,84,0.41359603438283515,0.3215895732485314,,
24,4.204086,0.759036,0.0,0.998033,0.024096,14.285021,166,126,122,0,122,0.3890935841440236,0.2775040604345999,,
25,4.117304,0.812903,0.0,0.998116,0.135484,14.026815,155,126,105,0,105,0.37438977050783045,0.16951789323089492,,
26,4.529363,0.855263,0.0,0.99812,0.111842,14.692537,152,130,113,0,113,0.4122999993864778,0.6822579209533813,,
27,4.268079,0.549296,0.0,0.997956,0.042254,13.795872,142,78,72,0,72,0.3612384727681812,0.35713270966424027,,
28,4.05495,0.726027,0.0,0.998161,0.109589,14.289494,146,106,90,0,90,0.3845949091406,0.09192861856668633,,
29,4.301174,0.694805,0.0,0.998026,0.116883,14.618141,154,107,89,0,89,0.4030816273495788,0.3983137511766027,,
