ep,avg_latency_ms,place_rate,fo_hit_rate,rel_pred_avg,emp_avail,avg_cost_total,attempted,placed,fo_cnt,fo_hit,fo_miss,cost_norm,lat_norm,topo_size,sfc_len_group
0,4.329119,0.679545,0.0,0.997941,0.036364,14.605398,440,299,283,0,283,0.36939694936776857,0.43308691378253594,,
1,4.277297,0.643016,0.0,0.997996,0.004435,14.528518,451,290,288,0,288,0.36556631507935133,0.3686022726745851,,
2,4.252665,0.678414,0.0,0.998012,0.011013,14.611202,454,308,303,0,303,0.36968614481700474,0.33795247466352557,,
3,4.204937,0.675926,0.0,0.998102,0.030093,14.196777,432,292,279,0,279,0.3490369790607039,0.2785624530283109,,
4,4.305923,0.685466,0.0,0.998054,0.017354,14.661537,461,316,308,0,308,0.37219411113195616,0.4042230129281134,,
5,4.287182,0.744635,0.0,0.998055,0.027897,14.610331,466,347,334,0,334,0.3696427462986024,0.38090261703468564,,
6,4.167651,0.701327,0.0,0.998121,0.006637,14.306357,452,317,314,0,314,0.35449691711630377,0.23216638401658643,,
7,4.37135,0.688742,0.0,0.997994,0.006623,14.564843,453,312,309,0,309,0.36737625414858016,0.485636905931945,,
8,4.331664,0.733967,0.0,0.997972,0.009501,14.72752,421,309,305,0,305,0.37548180143547294,0.4362540043123892,,
9,4.321114,0.748936,0.0,0.99801,0.02766,14.552916,470,352,339,0,339,0.36678198414083496,0.4231254047597164,,
10,4.289618,0.782022,0.0,0.998025,0.053933,14.494459,445,348,324,0,324,0.36386927302983907,0.3839339250020427,,
11,4.304406,0.767338,0.0,0.998119,0.04698,14.326579,447,343,322,0,322,0.35550453184114694,0.40233607394972054,,
12,4.323362,0.695556,0.0,0.997976,0.004444,14.335605,450,313,311,0,311,0.3559542608553142,0.42592351928251615,,
13,4.200272,0.716186,0.0,0.998103,0.004435,14.192866,451,323,321,0,321,0.34884211546549804,0.2727582624645439,,
14,4.25934,0.705752,0.0,0.998062,0.00885,14.601993,452,319,315,0,315,0.3692272935531483,0.3462588302098493,,
15,4.209436,0.756637,0.0,0.998077,0.006637,14.476685,452,342,339,0,339,0.36298367681165583,0.28416130507491344,,
16,4.331975,0.678161,0.0,0.997957,0.025287,14.675975,435,295,284,0,284,0.372913503988207,0.4366413005862389,,
17,4.331842,0.726437,0.0,0.998033,0.036782,14.383893,435,316,300,0,300,0.35836023581952203,0.4364751131132469,,
18,4.407077,0.616702,0.0,0.997853,0.025696,15.097745,467,288,276,0,276,0.3939286436295187,0.5300926713865312,,
19,4.222907,0.677632,0.0,0.998047,0.013158,14.694633,456,309,303,0,303,0.3738431871765931,0.300923009428346,,
20,4.402368,0.714286,0.0,0.997991,0.016393,14.660589,427,305,298,0,298,0.37214690764900765,0.5242333822435726,,
21,4.422427,0.696145,0.0,0.997872,0.034014,14.529169,441,307,292,0,292,0.3655987550132792,0.5491937041032692,,
22,4.337426,0.72885,0.0,0.998047,0.023861,14.619793,461,336,325,0,325,0.3701141713670409,0.44342371161671174,,
23,4.361778,0.715232,0.0,0.997951,0.00883,14.97561,453,324,320,0,320,0.38784314579352674,0.47372581155009197,,
24,4.165745,0.707048,0.0,0.998119,0.011013,14.275781,454,321,316,0,316,0.3529734260694241,0.2297947504745132,,
25,4.369153,0.72885,0.0,0.998024,0.010846,14.633401,461,336,331,0,331,0.370792235226318,0.4829030035020841,,
26,4.315129,0.725055,0.0,0.997976,0.004435,14.599345,451,327,325,0,325,0.3690953373524387,0.4156782468950424,,
27,4.160611,0.696759,0.0,0.998077,0.032407,14.296953,432,301,287,0,287,0.3540283542449987,0.22340665726364697,,
28,4.437084,0.639309,0.0,0.997897,0.021598,14.541872,463,296,286,0,286,0.3662316776739828,0.5674319712881409,,
29,4.216083,0.656542,0.0,0.998055,0.021028,14.376497,428,281,272,0,272,0.3579917245106909,0.2924321299513872,,
