ep,avg_latency_ms,place_rate,fo_hit_rate,rel_pred_avg,emp_avail,avg_cost_total,attempted,placed,fo_cnt,fo_hit,fo_miss,cost_norm,lat_norm,topo_size,sfc_len_group
0,4.286713,0.716332,0.0,0.998118,0.060172,14.481837,349,250,229,0,229,0.363240383829429,0.3803198990158299,,
1,4.398457,0.731429,0.0,0.998038,0.048571,14.455767,350,256,239,0,239,0.3619414276608833,0.5193672193995656,,
2,4.331629,0.66763,0.0,0.997962,0.031792,14.431712,346,231,220,0,220,0.36074288729038084,0.43621056964945,,
3,4.340003,0.69697,0.0,0.998031,0.030303,14.322792,363,253,242,0,242,0.3553158254495636,0.4466299922331192,,
4,4.22075,0.780702,0.0,0.99812,0.061404,14.148408,342,267,246,0,246,0.3466269818720566,0.29823889929853015,,
5,4.256233,0.754491,0.0,0.998097,0.038922,14.337395,334,252,239,0,239,0.3560434475765044,0.34239233380349166,,
6,4.258208,0.74184,0.0,0.998,0.038576,14.516075,337,250,237,0,237,0.3649463363455025,0.34484914117970544,,
7,4.192158,0.609375,0.0,0.998042,0.0,14.480321,384,234,234,0,234,0.36316484761572665,0.26266124342022673,,
8,4.238723,0.723464,0.0,0.998014,0.00838,14.427867,358,259,256,0,256,0.36055126642618723,0.3206035129316019,,
9,4.278427,0.681034,0.0,0.998046,0.048851,14.666967,348,237,220,0,220,0.3724646928020699,0.3700094242287046,,
10,4.113602,0.633721,0.0,0.998163,0.046512,14.46737,344,218,202,0,202,0.36251953590333497,0.1649114784095868,,
11,4.23983,0.652542,0.0,0.997976,0.0,14.30489,354,231,231,0,231,0.35442382174841014,0.3219809246110058,,
12,4.463466,0.696133,0.0,0.997962,0.013812,14.628181,362,252,247,0,247,0.3705321287638086,0.6002592631492989,,
13,4.199195,0.687845,0.0,0.998059,0.022099,14.325308,362,249,241,0,241,0.3554411892436973,0.27141761874779624,,
14,4.367022,0.79822,0.0,0.99805,0.038576,14.391261,337,269,256,0,256,0.3587273290714575,0.4802506709896266,,
15,4.297411,0.764179,0.0,0.998087,0.038806,14.556831,335,256,243,0,243,0.3669770462463839,0.3936317679931611,,
16,4.446729,0.602632,0.0,0.997961,0.039474,14.839376,380,229,214,0,214,0.3810551058309632,0.5794329808465026,,
17,4.187985,0.745399,0.0,0.998148,0.018405,14.415832,326,243,237,0,237,0.3599516303959538,0.25746859630926267,,
18,4.32986,0.775401,0.0,0.998087,0.042781,14.679322,374,290,274,0,274,0.37308026616263945,0.4340089592362585,,
19,4.388036,0.749304,0.0,0.997957,0.016713,14.479505,359,269,263,0,263,0.3631242080976284,0.5063997467367586,,
20,4.404546,0.782609,0.0,0.998018,0.063768,14.743072,345,270,248,0,248,0.3762566769648245,0.526943330372358,,
21,4.281597,0.655977,0.0,0.997986,0.055394,14.457654,343,225,206,0,206,0.36203546638566664,0.3739537719744086,,
22,4.164569,0.722543,0.0,0.998114,0.043353,14.321889,346,250,235,0,235,0.3552707997442808,0.22833150052371137,,
23,4.366838,0.752187,0.0,0.998012,0.037901,14.552539,343,258,245,0,245,0.36676318633054406,0.4800218970020059,,
24,4.179892,0.718563,0.0,0.998114,0.026946,14.740423,334,240,231,0,231,0.3761246945909428,0.24739765609655337,,
25,4.355555,0.758621,0.0,0.99808,0.060345,14.387057,348,264,243,0,243,0.3585178736451382,0.46598267235683405,,
26,4.357795,0.720721,0.0,0.998121,0.027027,14.518198,333,240,231,0,231,0.3650520974564555,0.4687700055370451,,
27,4.306021,0.731988,0.0,0.99806,0.072046,14.239567,347,254,229,0,229,0.3511690557199047,0.40434495815085236,,
28,4.384364,0.742857,0.0,0.998048,0.071429,14.327608,350,260,235,0,235,0.35555577890281426,0.5018309059434556,,
29,4.330162,0.749226,0.0,0.998075,0.006192,14.72485,323,242,240,0,240,0.37534874761899384,0.43438457996714214,,
