ep,avg_latency_ms,place_rate,fo_hit_rate,rel_pred_avg,emp_avail,avg_cost_total,attempted,placed,fo_cnt,fo_hit,fo_miss,cost_norm,lat_norm,topo_size,sfc_len_group
0,4.518077,0.820513,0.0,0.998004,0.179487,13.608913,39,32,25,0,25,0.36637031148894617,0.0,,
1,4.43641,0.833333,0.0,0.997938,0.333333,14.34851,54,45,27,0,27,0.4154446926659378,0.0,,
2,4.630228,0.85,0.0,0.998067,0.175,14.7688,40,34,27,0,27,0.4433321368739395,1.0,,
3,4.515868,0.886792,0.0,0.998073,0.396226,14.043893,53,47,26,0,26,0.3952325001686004,0.4099605002243303,,
4,4.206598,0.791667,0.0,0.998186,0.208333,13.808487,48,38,28,0,28,0.3624469165022936,0.0,,
5,4.288537,0.9,0.0,0.998208,0.36,14.651437,50,45,27,0,27,0.41584981822686135,0.19342149850769388,,
6,4.682969,0.981132,0.0,0.99822,0.396226,13.833503,53,52,31,0,31,0.36403170912809596,1.0,,
7,4.447859,0.785714,0.0,0.998036,0.142857,14.201147,42,33,27,0,27,0.3612179630816308,0.5064567221723895,,
8,4.233458,0.775862,0.0,0.998202,0.344828,14.525093,58,45,25,0,25,0.38035752036982046,0.05638540958641884,,
9,4.665383,0.854545,0.0,0.998079,0.363636,15.156326,55,47,27,0,27,0.41765238576098085,0.9630828305285732,,
10,4.119645,0.711538,0.0,0.998283,0.307692,15.638968,52,37,21,0,21,0.4541497873668621,0.0,,
11,4.29842,0.804348,0.0,0.998055,0.23913,14.068311,46,37,26,0,26,0.36268871500900635,0.3173571191864882,,
12,4.407636,0.891304,0.0,0.998181,0.304348,13.278696,46,41,27,0,27,0.31670857913986467,0.5112358540480357,,
13,4.20881,0.842105,0.0,0.998034,0.385965,13.768582,57,48,26,0,26,0.35618872169192006,0.15828398413908862,,
14,3.985429,0.851852,0.0,0.998312,0.351852,13.876836,54,46,27,0,27,0.3623870066963891,0.0,,
15,4.643892,0.851852,0.0,0.998018,0.37037,14.935143,54,46,26,0,26,0.42298247558689933,0.9439779122194304,,
16,3.981073,0.714286,0.0,0.998256,0.244898,14.465905,49,35,23,0,23,0.3961153052185143,0.0,,
17,4.784713,0.840909,0.0,0.998091,0.227273,13.839799,44,37,27,0,27,0.3602663974663535,1.0,,
18,4.137726,0.764706,0.0,0.998148,0.313725,14.278942,51,39,23,0,23,0.3854103663570195,0.19492941468366956,,
19,4.29621,0.88,0.0,0.998063,0.34,14.172416,50,44,27,0,27,0.3793110495265149,0.39213725579698755,,
20,4.200802,0.759259,0.0,0.998194,0.259259,15.135475,54,41,27,0,27,0.43445287045138664,0.2734172320532147,,
21,4.281851,0.865385,0.0,0.998169,0.346154,14.435873,52,45,27,0,27,0.3943957772889051,0.37427006343351465,,
22,4.054976,0.903846,0.0,0.998191,0.346154,14.88324,52,47,29,0,29,0.42001067804388725,0.09196008429578022,,
23,4.50444,0.784314,0.0,0.998117,0.235294,15.003682,51,40,28,0,28,0.42690679573466744,0.6512452683623623,,
24,4.557422,0.911111,0.0,0.998008,0.288889,15.093313,45,41,28,0,28,0.43203881612591033,0.7171726871722172,,
25,4.46557,0.931818,0.0,0.99821,0.272727,12.858684,44,41,29,0,29,0.3040907376227707,0.6028777130034768,,
26,4.3073,0.851064,0.0,0.998141,0.276596,14.284639,47,40,27,0,27,0.3857365674619305,0.4059367710730676,,
27,4.363901,0.75,0.0,0.998017,0.288462,15.039153,52,39,24,0,24,0.4289377366319184,0.47636796344754956,,
28,4.764925,0.907407,0.0,0.998152,0.351852,14.496301,54,49,30,0,30,0.39785568807259797,0.9753765391147419,,
29,4.043612,0.8,0.0,0.998284,0.28,14.977921,50,40,26,0,26,0.42543181931119206,0.07781952032764125,,
