ep,avg_latency_ms,place_rate,fo_hit_rate,rel_pred_avg,emp_avail,avg_cost_total,attempted,placed,fo_cnt,fo_hit,fo_miss,cost_norm,lat_norm,topo_size,sfc_len_group
0,4.243584,0.710811,0.0,0.998064,0.004054,14.56043,740,526,523,0,523,0.36715637546773067,0.32665290445607464,,
1,4.176325,0.694894,0.0,0.998093,0.003736,14.461561,803,558,555,0,555,0.3622301007521396,0.24295935407459232,,
2,4.356208,0.642764,0.0,0.997929,0.026076,15.003139,767,493,473,0,473,0.3946792690235909,0.4667950320752791,,
3,4.234064,0.662338,0.0,0.998048,0.002597,14.419425,770,510,508,0,508,0.3658553468953075,0.3148061999371005,,
4,4.261497,0.69914,0.0,0.998024,0.030086,14.398147,698,488,467,0,467,0.3648046563651809,0.3489424929642104,,
5,4.279953,0.707895,0.0,0.998053,0.021053,14.430336,760,538,522,0,522,0.3663941704468774,0.37190791278686725,,
6,4.259462,0.746248,0.0,0.998039,0.027285,14.401182,733,547,527,0,527,0.36495449267073476,0.3464097723869581,,
7,4.232463,0.705497,0.0,0.998062,0.03534,14.534946,764,539,512,0,512,0.3715598165956143,0.31281445089366405,,
8,4.260677,0.708108,0.0,0.998055,0.005405,14.441858,740,524,520,0,520,0.3669631056394679,0.34792148339271706,,
9,4.189477,0.676821,0.0,0.998047,0.018543,14.461348,755,511,497,0,497,0.36792550292039283,0.25932529763040235,,
10,4.259111,0.722598,0.0,0.998104,0.00406,14.386212,739,534,531,0,531,0.3642153129437383,0.3459727974575369,,
11,4.322689,0.702381,0.0,0.99799,0.015873,14.534839,756,531,519,0,519,0.3715545428928681,0.4250852648921621,,
12,4.320328,0.731738,0.0,0.998093,0.028967,14.516549,794,581,558,0,558,0.3706513635543863,0.4221482018857079,,
13,4.347685,0.653439,0.0,0.997954,0.02381,14.667701,756,494,476,0,476,0.37811526991557204,0.45618925853460346,,
14,4.362953,0.709043,0.0,0.998003,0.023591,14.489584,763,541,523,0,523,0.3693198443879865,0.4751880887364085,,
15,4.319245,0.751634,0.0,0.998059,0.03268,14.539065,765,575,550,0,550,0.3717631960454423,0.42080094453876854,,
16,4.311496,0.701643,0.0,0.998025,0.021492,14.504125,791,555,538,0,538,0.3700378635861835,0.41115828294956097,,
17,4.22965,0.689466,0.0,0.998079,0.02736,14.468666,731,504,484,0,484,0.3682868671413641,0.30931358777560847,,
18,4.390468,0.634082,0.0,0.997896,0.023778,15.01836,757,480,462,0,462,0.38876956331813245,0.5094259545808706,,
19,4.237738,0.617166,0.0,0.998085,0.03406,14.253324,734,453,428,0,428,0.3546488647938307,0.3193776941654989,,
20,4.412215,0.757294,0.0,0.998033,0.022546,14.417461,754,571,554,0,554,0.36258031901578475,0.5364860764121961,,
21,4.282276,0.67663,0.0,0.998065,0.0,14.863039,736,498,498,0,498,0.3841116163727072,0.3747979628360364,,
22,4.234906,0.720839,0.0,0.998034,0.023591,14.423056,763,550,532,0,532,0.3628506712414202,0.3158538489657805,,
23,4.275217,0.685792,0.0,0.99807,0.030055,14.49043,732,502,480,0,480,0.3872495933021551,0.3660142461507733,,
24,4.461534,0.703753,0.0,0.997907,0.013405,14.678517,746,525,515,0,515,0.3960351822457421,0.5978552247908036,,
25,4.325505,0.660881,0.0,0.99791,0.016021,14.511127,749,495,483,0,483,0.38821634628079676,0.42859022042120853,,
26,4.311672,0.693742,0.0,0.99799,0.011984,14.467352,751,521,512,0,512,0.3861715998431653,0.41137643271968993,,
27,4.273599,0.704787,0.0,0.998009,0.018617,14.302879,752,530,516,0,516,0.37848899450988305,0.36400080478307056,,
28,4.231292,0.702247,0.0,0.998083,0.007022,14.493691,712,500,495,0,495,0.38740188078530724,0.3113568460982282,,
29,4.316342,0.676903,0.0,0.99799,0.008011,14.493918,749,507,501,0,501,0.387412520412973,0.4171879492042232,,
