ep,avg_latency_ms,place_rate,fo_hit_rate,rel_pred_avg,emp_avail,avg_cost_total,attempted,placed,fo_cnt,fo_hit,fo_miss,cost_norm,lat_norm,topo_size,sfc_len_group
0,4.307026,0.644836,0.0,0.998011,0.032746,14.452866,397,256,243,0,243,0.36179688837883744,0.4055957426043111,,
1,4.357857,0.679707,0.0,0.997957,0.056235,14.879079,409,278,255,0,255,0.38303337272684396,0.4688471036701989,,
2,4.331122,0.761557,0.0,0.998117,0.055961,14.560089,411,313,290,0,290,0.36713939322193906,0.43557871594891023,,
3,4.466048,0.759398,0.0,0.997899,0.027569,14.534153,399,303,292,0,292,0.3658470706927532,0.6034732608218014,,
4,4.245283,0.778571,0.0,0.998096,0.007143,14.243899,420,327,324,0,324,0.3513848991285201,0.3287669249625276,,
5,4.150489,0.727041,0.0,0.998148,0.015306,14.475297,392,285,279,0,279,0.3629145392676464,0.21081069560540144,,
6,4.345211,0.749398,0.0,0.998103,0.055422,14.395876,415,311,288,0,288,0.35895727810888833,0.4531107349059664,,
7,4.26771,0.753886,0.0,0.998127,0.005181,14.283615,386,291,289,0,289,0.35336377483215,0.3566739378504086,,
8,4.513176,0.812652,0.0,0.998011,0.058394,14.399946,411,334,310,0,310,0.35916007594405513,0.662116073535661,,
9,4.299507,0.693827,0.0,0.998007,0.032099,14.558148,405,281,268,0,268,0.36704268048961,0.39623917578503465,,
10,4.363776,0.853261,0.0,0.998113,0.040761,14.40919,368,314,299,0,299,0.35962065930847686,0.47621178347920273,,
11,4.497232,0.741772,0.0,0.997987,0.017722,14.39945,395,293,286,0,286,0.3591353612794025,0.6422763404573272,,
12,4.150727,0.6925,0.0,0.998056,0.0275,14.482821,400,277,266,0,266,0.36328941622197863,0.21110710741851077,,
13,4.366232,0.663265,0.0,0.997973,0.007653,14.587706,392,260,257,0,257,0.36851541796189724,0.4792677258888433,,
14,4.27339,0.692308,0.0,0.998064,0.0,14.492574,416,288,288,0,288,0.3637753640154796,0.36374127855337623,,
15,4.418961,0.846154,0.0,0.998023,0.015385,14.052846,390,330,324,0,324,0.341865473296156,0.5448809445066435,,
16,4.318339,0.62439,0.0,0.997968,0.041463,14.269211,410,256,239,0,239,0.3526460803550851,0.4196724975093917,,
17,4.146259,0.73494,0.0,0.9981,0.048193,14.335479,415,305,285,0,285,0.3559479765215971,0.20554686649731757,,
18,4.240323,0.656398,0.0,0.998034,0.009479,14.154142,422,277,273,0,273,0.3469126655287998,0.32259536338570893,,
19,4.170225,0.685786,0.0,0.998062,0.027431,14.259448,401,275,264,0,264,0.3521596242923023,0.2353690820199419,,
20,4.262926,0.713178,0.0,0.998024,0.005168,14.510181,387,276,274,0,274,0.3646526795762502,0.35072044321294615,,
21,4.267134,0.72155,0.0,0.998104,0.041162,14.607359,413,298,281,0,281,0.3694946524895449,0.3559565233494658,,
22,4.281626,0.753213,0.0,0.99808,0.012853,14.68895,389,293,288,0,288,0.37355998905306875,0.37399017111506616,,
23,4.28145,0.673575,0.0,0.998051,0.002591,14.97525,386,260,259,0,259,0.387825206957156,0.3737708121596599,,
24,4.26244,0.77305,0.0,0.998114,0.01182,14.32979,423,327,322,0,322,0.35566449905514536,0.3501160006530253,,
25,4.24071,0.748184,0.0,0.998011,0.050847,14.549942,413,309,288,0,288,0.36663377655647456,0.32307631096025646,,
26,4.292909,0.782716,0.0,0.998027,0.039506,14.420166,405,317,301,0,301,0.3601675888445326,0.38802897635013245,,
27,4.409282,0.716837,0.0,0.998016,0.017857,14.536466,392,281,274,0,274,0.36596234497287056,0.5328367271085159,,
28,4.236021,0.73399,0.0,0.998115,0.049261,14.351788,406,298,278,0,278,0.3567605594684025,0.3172422374757868,,
29,4.27985,0.700495,0.0,0.998053,0.039604,14.435578,404,283,267,0,267,0.36093548747135024,0.37177965466030954,,
