ep,avg_latency_ms,place_rate,fo_hit_rate,rel_pred_avg,emp_avail,avg_cost_total,attempted,placed,fo_cnt,fo_hit,fo_miss,cost_norm,lat_norm,topo_size,sfc_len_group
0,4.363963,0.354545,0.318584,0.994248,0.179545,13.295508,440,156,113,36,77,0.42503238146408623,0.5191998875063027,,
1,4.471995,0.330377,0.4,0.993259,0.203991,13.506975,451,149,95,38,57,0.4342796625541405,0.6283155663556264,,
2,4.264348,0.310573,0.368421,0.994315,0.204846,13.483848,454,141,76,28,48,0.43326832494327355,0.4185846167531042,,
3,4.102243,0.337963,0.292135,0.994929,0.19213,13.140144,432,146,89,26,63,0.41823846710682755,0.254852501578455,,
4,4.31423,0.344902,0.322581,0.994783,0.208243,13.663554,461,159,93,30,63,0.4411267144036245,0.4689676610204534,,
5,4.3214,0.32618,0.340909,0.994754,0.201717,13.57045,466,152,88,30,58,0.4370553567917264,0.4762091837124941,,
6,4.347908,0.325221,0.346154,0.994203,0.174779,13.245604,452,147,104,36,68,0.42285015688076416,0.5029839631794935,,
7,4.371888,0.326711,0.333333,0.993877,0.15011,13.490357,453,148,120,40,80,0.43355294955915785,0.5272039276485575,,
8,4.422311,0.353919,0.349057,0.996809,0.190024,13.917396,421,149,106,37,69,0.45836903621231556,0.5781333746138295,,
9,4.41957,0.33617,0.318182,0.99521,0.176596,13.875202,470,158,110,35,75,0.45654461517792544,0.5753648060642905,,
10,4.222197,0.341573,0.435294,0.995227,0.233708,13.394358,445,152,85,37,48,0.43575353599575345,0.37601128173147563,,
11,4.369356,0.355705,0.431818,0.99423,0.243848,13.560763,447,159,88,38,50,0.4429486595482829,0.5246472834764737,,
12,4.349126,0.317778,0.363636,0.996717,0.193333,13.798689,450,143,88,32,56,0.45323628591594395,0.5042143451582884,,
13,4.133578,0.390244,0.279661,0.995145,0.201774,13.073196,451,176,118,33,85,0.42186688799638034,0.28650286800394137,,
14,4.283643,0.356195,0.327869,0.994671,0.174779,13.453526,452,161,122,40,82,0.4383118684256432,0.4380740143645491,,
15,4.200997,0.362832,0.373737,0.995639,0.225664,13.410635,452,164,99,37,62,0.43645729864369265,0.3545984890399996,,
16,4.344854,0.363218,0.358779,0.995493,0.170115,13.647649,435,158,131,47,84,0.4467054997688682,0.4998984762697557,,
17,4.407415,0.337931,0.494505,0.994074,0.232184,13.388905,435,147,91,45,46,0.4355177506704729,0.5630883240861853,,
18,4.443761,0.321199,0.269841,0.995392,0.124197,14.074742,467,150,126,34,92,0.4651724550080768,0.5997988176050212,,
19,4.260357,0.348684,0.267327,0.993461,0.186404,13.248904,456,159,101,27,74,0.4294642516795169,0.41455432241123114,,
20,4.435312,0.381733,0.358974,0.993653,0.206089,13.681416,427,163,117,42,75,0.44816552874836635,0.5912650468357891,,
21,4.604915,0.371882,0.446281,0.992661,0.219955,13.063446,441,164,121,54,67,0.42144528018262256,0.7625698614569218,,
22,4.484193,0.312364,0.324675,0.994372,0.199566,13.959921,461,144,77,25,52,0.46020775552690174,0.6406368604440605,,
23,4.355633,0.342163,0.319588,0.995106,0.196468,13.946621,453,155,97,31,66,0.45963268526418805,0.5107857844017399,,
24,4.182581,0.339207,0.4,0.993152,0.240088,13.108999,454,154,75,30,45,0.4234149401249001,0.33599752719133885,,
25,4.625159,0.347072,0.356589,0.994694,0.167028,13.964737,461,160,129,46,83,0.4604159982892374,0.7830176460638689,,
26,4.480961,0.361419,0.340741,0.995881,0.16408,13.911301,451,163,135,46,89,0.45810549013363633,0.6373721297420886,,
27,4.48922,0.365741,0.414414,0.993074,0.215278,13.319962,432,158,111,46,65,0.43253671410157557,0.645714131731699,,
28,4.567074,0.341253,0.312977,0.99476,0.146868,13.302385,463,158,131,41,90,0.4317767330891493,0.7243497659824506,,
29,4.266483,0.366822,0.378378,0.992886,0.205607,13.06456,428,157,111,42,69,0.4214934746827169,0.4207415077766734,,
