ep,avg_latency_ms,place_rate,fo_hit_rate,rel_pred_avg,emp_avail,avg_cost_total,attempted,placed,fo_cnt,fo_hit,fo_miss,cost_norm,lat_norm,topo_size,sfc_len_group
0,4.117824,0.410256,0.32,0.995154,0.301282,13.357763,156,64,25,8,17,0.47365030313124923,0.3671898777986835,,
1,4.581615,0.441558,0.466667,0.994267,0.337662,13.949177,154,68,30,14,16,0.5026997634513182,1.0,,
2,4.381678,0.503401,0.382353,0.991013,0.360544,12.480398,147,74,34,13,21,0.4305552641179777,0.7267470661358453,,
3,4.258173,0.422078,0.344828,0.995333,0.298701,13.997859,154,65,29,10,19,0.5050909664099736,0.5579540298000178,,
4,4.066595,0.537931,0.333333,0.993878,0.372414,13.575115,145,78,36,12,24,0.48432635101910265,0.29612565233502874,,
5,4.220476,0.496774,0.333333,0.994441,0.341935,13.52193,155,77,36,12,24,0.4817139778676953,0.506434351375378,,
6,4.148935,0.440252,0.387097,0.995256,0.320755,13.363232,159,70,31,12,19,0.47391894816871444,0.40865846195578076,,
7,4.167599,0.467105,0.416667,0.9946,0.375,13.353507,152,71,24,10,14,0.47344122826707347,0.4341669950590865,,
8,4.156318,0.466165,0.5625,0.995314,0.413534,13.086854,133,62,16,9,7,0.4603435900357175,0.4187486812143984,,
9,4.479382,0.490066,0.463415,0.995148,0.344371,13.89754,151,74,41,19,22,0.5001634125117873,0.8602796852707212,,
10,4.316126,0.422078,0.44,0.995828,0.331169,14.056425,154,65,25,11,14,0.5079676709815757,0.6371574855997245,,
11,4.241915,0.395062,0.307692,0.993951,0.339506,13.190393,162,64,13,4,9,0.4654293096158193,0.5357338737196397,,
12,4.104628,0.461039,0.37931,0.996972,0.344156,13.859079,154,71,29,11,18,0.49827428822712666,0.34810424990055816,,
13,4.360467,0.43871,0.541667,0.995944,0.367742,13.744396,155,68,24,13,11,0.49264120217466817,0.6977586224846126,,
14,4.256595,0.480769,0.4,0.994864,0.346154,13.557719,156,75,35,14,21,0.4834718844453211,0.5557971143235303,,
15,4.268467,0.44586,0.368421,0.992794,0.369427,12.92409,157,70,19,7,12,0.4523488304428515,0.5720228061632538,,
16,4.289627,0.424051,0.357143,0.996809,0.310127,13.913583,158,67,28,10,18,0.5009514287007908,0.6009419143828765,,
17,4.352017,0.48125,0.371429,0.992597,0.34375,13.849328,160,77,35,13,22,0.49779532811004606,0.6862105148925591,,
18,4.469977,0.496644,0.517241,0.995233,0.402685,13.792248,149,74,29,15,14,0.4949916332245708,0.8474249187398221,,
19,4.382576,0.476821,0.333333,0.993754,0.304636,13.432,151,72,39,13,26,0.47729672255116695,0.727975653249248,,
20,4.338193,0.487013,0.37037,0.994936,0.376623,13.703346,154,75,27,10,17,0.49062486302521136,0.6673168693696099,,
21,4.253227,0.493243,0.37037,0.993541,0.378378,13.065794,148,73,27,10,17,0.44114634511104134,0.5511942007373812,,
22,4.553802,0.4375,0.44,0.993573,0.340278,13.282031,144,63,25,11,14,0.45134762595175154,0.9619885071139221,,
23,4.361188,0.45283,0.466667,0.993016,0.352201,13.562568,159,72,30,14,16,0.4645823668430648,0.6987441383838594,,
24,4.207519,0.439759,0.394737,0.994806,0.301205,12.800275,166,73,38,15,23,0.42862016803082476,0.488724934581872,,
25,4.198441,0.464516,0.5,0.995747,0.374194,13.584389,155,72,28,14,14,0.46561178947130394,0.4763187341738335,,
26,4.271626,0.473684,0.727273,0.996714,0.434211,13.832694,152,72,22,16,6,0.47732590338680897,0.5763401862688704,,
27,4.173902,0.485915,0.259259,0.990098,0.34507,12.002771,142,69,27,7,20,0.3909968436474047,0.4427812278095965,,
28,4.176357,0.452055,0.388889,0.993677,0.376712,13.458454,146,66,18,7,11,0.45287622494508223,0.4461363879142815,,
29,4.399748,0.422078,0.36,0.996265,0.318182,13.995095,154,65,25,9,16,0.4778188117996319,0.751443935530185,,
