ep,avg_latency_ms,place_rate,fo_hit_rate,rel_pred_avg,emp_avail,avg_cost_total,attempted,placed,fo_cnt,fo_hit,fo_miss,cost_norm,lat_norm,topo_size,sfc_len_group
0,4.402923,0.61,0.5,0.997764,0.52,14.533489,100,61,18,9,9,0.3828823256940248,0.7237565689842712,,
1,4.282988,0.701031,0.777778,0.997913,0.680412,14.353452,97,68,9,7,2,0.3639739951804534,0.537170119170147,,
2,4.127139,0.708333,0.5,0.998042,0.583333,14.009291,96,68,24,12,12,0.3455681522572996,0.29471184737015854,,
3,4.439702,0.608247,0.409091,0.998026,0.474227,13.947526,97,59,22,9,13,0.3422649382713471,0.7809750502905257,,
4,4.425164,0.588235,0.375,0.997597,0.490196,14.751114,102,60,16,6,10,0.385241113202982,0.758358352979071,,
5,4.322532,0.657658,0.37037,0.997612,0.504505,14.921806,111,73,27,10,17,0.3943697705872487,0.5986905397147295,,
6,4.478386,0.688073,0.432432,0.997767,0.495413,14.830723,109,75,37,16,21,0.3732611591923375,0.8411565596489022,,
7,4.352196,0.609091,0.5,0.997849,0.527273,14.909216,110,67,18,9,9,0.3150341483816186,0.6448399333040647,,
8,4.26421,0.659794,0.777778,0.998046,0.618557,13.701544,97,64,18,14,4,0.2633521187150615,0.5079573297364535,,
9,4.215555,0.663366,0.588235,0.997891,0.594059,14.728296,101,67,17,10,7,0.30729168315707667,0.4322627582684749,,
10,4.444685,0.71875,0.592593,0.997824,0.604167,14.594274,96,69,27,16,11,0.30155626743577424,0.7887273683113025,,
11,4.102075,0.714286,0.666667,0.997955,0.666667,13.604575,105,75,15,10,5,0.2592023411960383,0.25571976507948757,,
12,4.561941,0.686869,0.52,0.997734,0.565657,15.079162,99,68,25,13,12,0.3223069120523706,0.9711457280437031,,
13,4.234902,0.700935,0.375,0.997886,0.607477,13.821724,107,75,16,6,10,0.26849518729695065,0.4623613340397375,,
14,4.694582,0.682692,0.365854,0.997478,0.432692,15.524446,104,71,41,15,26,0.3413627440491709,1.0,,
15,4.305444,0.6875,0.433333,0.998112,0.510417,13.777402,96,66,30,13,17,0.2665984482153794,0.48586572647081144,,
16,4.547763,0.617647,0.53125,0.997689,0.470588,15.676306,102,63,32,17,15,0.34786154181109313,0.8060201454781385,,
17,4.431638,0.598131,0.5,0.997691,0.46729,14.508276,107,64,28,14,14,0.29787601034188826,0.6525943776698536,,
18,4.487379,0.696078,0.529412,0.997691,0.617647,15.151801,102,71,17,9,8,0.3254155039366589,0.7262399504058238,,
19,4.299038,0.626263,0.692308,0.998054,0.585859,15.179044,99,62,13,9,4,0.3265813436537233,0.4774023256987816,,
20,4.450728,0.666667,0.727273,0.997682,0.638889,14.190659,108,72,11,8,3,0.28428364909056364,0.6778162012251732,,
21,4.479066,0.655914,0.5625,0.997856,0.580645,14.057346,93,61,16,9,7,0.27857857080310316,0.7152577448138859,,
22,4.352091,0.776471,0.529412,0.997935,0.682353,14.53527,85,66,17,9,8,0.2990312271884659,0.5474966342153295,,
23,4.734649,0.673267,0.538462,0.997563,0.49505,15.004868,101,68,39,21,18,0.3191275154395529,1.0,,
24,4.348986,0.752688,0.875,0.997945,0.741935,13.92786,93,70,8,7,1,0.2730372595953864,0.5160744317577991,,
25,4.197847,0.765957,0.4375,0.998185,0.670213,14.191078,94,72,16,7,9,0.28430160982672437,0.3264273454985839,,
26,4.4353,0.544554,0.352941,0.997727,0.435644,14.210616,101,55,17,6,11,0.2851377431274763,0.6243808968465056,,
27,4.399621,0.742857,0.352941,0.997771,0.638095,14.658094,105,78,17,6,11,0.30428741576846646,0.5796108391272918,,
28,4.274744,0.693069,0.571429,0.997964,0.633663,14.303476,101,70,14,8,6,0.28911164301136555,0.4229166792103426,,
29,4.49216,0.742268,0.705882,0.997838,0.690722,14.220971,97,72,17,12,5,0.2855808582455777,0.6957273647687592,,
