ep,avg_latency_ms,place_rate,fo_hit_rate,rel_pred_avg,emp_avail,avg_cost_total,attempted,placed,fo_cnt,fo_hit,fo_miss,cost_norm,lat_norm,topo_size,sfc_len_group
0,4.557433,0.461538,0.411765,0.997565,0.333333,15.250175,156,72,34,14,20,0.31765447387320894,0.7776320513353315,,
1,4.75218,0.512987,0.461538,0.997635,0.376623,14.535121,154,79,39,18,21,0.28816520815907765,1.0,,
2,4.666431,0.544218,0.413043,0.997572,0.360544,14.274618,147,80,46,19,27,0.2774219314744,0.8947181955361857,,
3,4.503089,0.525974,0.4,0.997724,0.37013,14.993963,154,81,40,16,24,0.30708812122241774,0.6941703653438301,,
4,4.179787,0.57931,0.361702,0.997876,0.372414,14.535475,145,84,47,17,30,0.288179832315069,0.2972268237016128,,
5,4.256864,0.554839,0.333333,0.997878,0.36129,14.361297,155,86,45,15,30,0.28099663978328354,0.39186045273091813,,
6,4.362849,0.490566,0.390244,0.997695,0.333333,14.445744,159,78,41,16,25,0.2844792742472258,0.5219870576303773,,
7,4.38597,0.513158,0.433333,0.997836,0.401316,14.500195,152,78,30,13,17,0.2867248673125385,0.5503736168940261,,
8,4.528519,0.56391,0.521739,0.99727,0.481203,14.958125,133,75,23,12,11,0.3083299560620928,0.7253934257964056,,
9,4.474049,0.615894,0.423077,0.997965,0.417219,14.328758,151,93,52,22,30,0.28247616593489894,0.6585155563172991,,
10,4.453844,0.474026,0.392857,0.997716,0.363636,14.870817,154,73,28,11,17,0.30474342050961967,0.6337086682883348,,
11,4.389694,0.45679,0.444444,0.997401,0.395062,14.613609,162,74,18,8,10,0.2866847581705286,0.5549462901551527,,
12,4.413931,0.506494,0.382353,0.997568,0.37013,14.887014,154,78,34,13,21,0.2976299042360212,0.5847036546724776,,
13,4.622906,0.496774,0.551724,0.99785,0.412903,14.525172,155,77,29,16,13,0.2831443849104893,0.8412799462545903,,
14,4.465229,0.557692,0.390244,0.997735,0.397436,15.011172,156,87,41,16,25,0.30260028059982386,0.6476870397154234,,
15,4.476812,0.484076,0.392857,0.997607,0.375796,14.809307,157,76,28,11,17,0.2945190779075375,0.6619085152735715,,
16,4.43729,0.481013,0.378378,0.997873,0.335443,14.380109,158,76,37,14,23,0.2773371030201143,0.6133841692357804,,
17,4.433369,0.5625,0.34,0.997705,0.35625,15.000768,160,90,50,17,33,0.30218378056836304,0.6085701909005207,,
18,4.553809,0.557047,0.527778,0.997443,0.442953,14.521266,149,83,36,19,17,0.28298801594914813,0.7564433838710992,,
19,4.649584,0.562914,0.37931,0.997646,0.324503,14.487747,151,85,58,22,36,0.2816461363412398,0.8740341357176014,,
20,4.264695,0.564935,0.34375,0.997878,0.428571,14.48701,154,87,32,11,21,0.2816166480461734,0.4014751083314196,,
21,4.324063,0.533784,0.358974,0.997576,0.364865,14.527564,148,79,39,14,25,0.28324014269087716,0.4743653304118879,,
22,4.6193,0.527778,0.484848,0.99764,0.409722,14.481069,144,76,33,16,17,0.28137879089562334,0.8368522840726463,,
23,4.487434,0.484277,0.459459,0.997824,0.358491,14.808076,159,77,37,17,20,0.294469805792351,0.6749495065619016,,
24,4.216188,0.5,0.263158,0.997677,0.331325,14.415623,166,83,38,10,28,0.2787588132576367,0.34191911599470454,,
25,4.282482,0.541935,0.483871,0.997832,0.43871,14.238842,155,84,31,15,16,0.27168180957225946,0.42331292237632506,,
26,4.529738,0.559211,0.68,0.997868,0.506579,14.928868,152,85,25,17,8,0.2993054151065625,0.7268892603479908,,
27,4.278796,0.471831,0.30303,0.997762,0.309859,13.79011,142,67,33,10,23,0.2537178348490518,0.41878848744405256,,
28,4.310288,0.541096,0.5,0.998044,0.452055,14.194064,146,79,26,13,13,0.2698892174830698,0.45745262898192324,,
29,4.560684,0.519481,0.323529,0.997209,0.37013,14.946465,154,80,34,11,23,0.30000989516077914,0.7648840114368552,,
