ep,avg_latency_ms,place_rate,fo_hit_rate,rel_pred_avg,emp_avail,avg_cost_total,attempted,placed,fo_cnt,fo_hit,fo_miss,cost_norm,lat_norm,topo_size,sfc_len_group
0,4.39037,0.433775,0.329545,0.997743,0.238411,14.705462,302,131,88,29,59,0.29117695841222185,0.5249370512359745,,
1,4.442673,0.406667,0.45,0.997524,0.296667,14.111203,300,122,60,27,33,0.2681480932313601,0.5855906609880731,,
2,4.46848,0.417508,0.310345,0.997587,0.215488,15.122258,297,124,87,27,60,0.307328763142118,0.6155175641230111,,
3,4.913225,0.410526,0.378378,0.99749,0.168421,14.624166,285,117,111,42,69,0.28802656209794114,1.0,,
4,4.577741,0.454225,0.395349,0.997537,0.271127,14.684459,284,129,86,34,52,0.290363045165093,0.656098107702148,,
5,4.491884,0.434343,0.329787,0.997718,0.222222,14.564892,297,129,94,31,63,0.2857295381912325,0.5680872977861292,,
6,4.694968,0.410256,0.52381,0.997313,0.282051,14.998133,312,128,84,44,40,0.3025186106385898,0.7762672215203366,,
7,4.611773,0.421569,0.447368,0.997609,0.284314,14.877107,306,129,76,34,42,0.29782858989587524,0.6909846276390846,,
8,4.77049,0.419048,0.369565,0.997304,0.234921,15.133964,315,132,92,34,58,0.3077823716789666,0.8536840561127322,,
9,4.472201,0.388158,0.402174,0.997639,0.207237,14.456746,304,118,92,37,55,0.28153865240307474,0.547910530342599,,
10,4.636091,0.426573,0.5,0.997425,0.300699,14.615802,286,122,72,36,36,0.2877024379476185,0.7159118799818209,,
11,4.441509,0.424658,0.277311,0.997505,0.130137,13.911686,292,124,119,33,86,0.2604163376731372,0.5164484685635806,,
12,4.617462,0.44523,0.392857,0.997542,0.265018,15.174753,283,126,84,33,51,0.30936303626611594,0.6968154522183604,,
13,4.772593,0.396825,0.340659,0.997085,0.206349,15.373941,315,125,91,31,60,0.3170820372567421,0.8558399014069532,,
14,4.485328,0.45,0.282609,0.997836,0.214286,14.701536,280,126,92,26,66,0.2910248363377036,0.5613667232852425,,
15,4.599823,0.403226,0.397436,0.997579,0.251613,14.695799,310,125,78,31,47,0.29080249750543935,0.6787346744319139,,
16,4.702703,0.442953,0.493827,0.997166,0.305369,14.735552,298,132,81,40,41,0.292343005398964,0.7841954486069869,,
17,4.615088,0.365385,0.340659,0.997726,0.173077,15.012849,312,114,91,31,60,0.3030889060027855,0.6943819583140367,,
18,4.635329,0.444816,0.5,0.997346,0.304348,14.757946,299,133,84,42,42,0.2932108180366828,0.7151309524719323,,
19,4.864886,0.408163,0.433735,0.996939,0.248299,15.825958,294,120,83,36,47,0.3345987473934411,0.950448322301545,,
20,4.548487,0.41844,0.323232,0.997478,0.180851,14.09485,282,118,99,32,67,0.26751434163442694,0.6261097628180083,,
21,4.624787,0.478723,0.324561,0.997433,0.205674,14.550412,282,135,114,37,77,0.28516843474316816,0.7043248613422763,,
22,4.581346,0.429508,0.371795,0.997317,0.268852,14.72634,305,131,78,29,49,0.29198601532887125,0.6597940940830076,,
23,4.555461,0.403226,0.376238,0.997594,0.2,14.219459,310,125,101,38,63,0.2723432394769223,0.6332591277553937,,
24,4.598123,0.362229,0.470588,0.997233,0.22291,14.607281,323,117,85,40,45,0.2873722338628119,0.6769915050755658,,
25,4.581694,0.456747,0.460674,0.997606,0.290657,15.045746,289,132,89,41,48,0.304363751105493,0.6601506315789324,,
26,4.446938,0.439446,0.394737,0.997441,0.280277,14.495001,289,127,76,30,46,0.2830211356565457,0.5220128631486924,,
27,4.575542,0.437086,0.336449,0.997398,0.201987,14.719547,302,132,107,36,71,0.29172279551708263,0.653844377207034,,
28,4.643935,0.403974,0.414634,0.997435,0.245033,14.539183,302,122,82,34,48,0.28473326263537424,0.7239534630675845,,
29,4.447045,0.431095,0.527273,0.997744,0.339223,14.805744,283,122,55,29,26,0.2950631357635203,0.5221226648957199,,
