ep,avg_latency_ms,place_rate,fo_hit_rate,rel_pred_avg,emp_avail,avg_cost_total,attempted,placed,fo_cnt,fo_hit,fo_miss,cost_norm,lat_norm,topo_size,sfc_len_group
0,4.339378,0.974359,0.555556,0.99792,0.871795,13.881551,39,38,9,5,4,0.38446065219806297,0.0,,
1,4.424467,0.833333,0.583333,0.998045,0.740741,14.482608,54,45,12,7,5,0.42434246524836383,1.0,,
2,4.580488,0.975,1.0,0.997998,0.975,14.949292,40,39,6,6,0,0.4553083348727956,1.0,,
3,4.136336,0.90566,0.25,0.998047,0.849057,13.795505,53,48,4,1,3,0.3787512184418133,0.0,,
4,4.141574,0.833333,0.363636,0.998156,0.6875,13.846467,48,40,11,4,7,0.36485301086357264,0.01179345199581838,,
5,3.990016,0.9,0.333333,0.998246,0.86,14.575827,50,45,3,1,2,0.41105973333751544,0.0,,
6,4.306818,0.962264,0.5,0.998129,0.90566,13.97064,53,51,6,3,3,0.3727196639003863,0.5365228761827541,,
7,4.321774,0.761905,0.6,0.998136,0.714286,13.800601,42,32,5,3,2,0.36194727335999716,0.561852281465847,,
8,4.551469,0.844828,0.625,0.99816,0.741379,14.533061,58,49,16,10,6,0.4083504102966072,0.9508539138285124,,
9,4.382292,0.890909,1.0,0.998033,0.890909,15.159378,55,49,2,2,0,0.4480291309680987,0.6643427991304605,,
10,4.274803,0.788462,0.125,0.998074,0.653846,15.985105,52,41,8,1,7,0.5017462149950374,0.48230433109818943,,
11,4.317095,0.869565,0.428571,0.997939,0.782609,14.12004,46,40,7,3,4,0.38685822163180317,0.5539286909217409,,
12,4.183751,0.891304,1.0,0.998093,0.891304,13.518764,46,41,2,2,0,0.3498196104955289,0.32810140225120205,,
13,4.255041,0.807018,0.75,0.99798,0.789474,13.71136,57,46,4,3,1,0.3378224365712594,0.44883520296284185,,
14,4.092664,0.851852,0.625,0.998296,0.796296,13.793253,54,46,8,5,3,0.3423108811869605,0.17384048708853395,,
15,4.208981,0.833333,0.6,0.998006,0.796296,14.389978,54,45,5,3,2,0.3750166725382044,0.3708298320883664,,
16,4.105528,0.795918,0.333333,0.998233,0.714286,14.314615,49,39,6,2,4,0.3708860838690465,0.19562690462691834,,
17,4.242504,0.840909,1.0,0.998034,0.840909,13.844326,44,37,5,5,0,0.345110120733663,0.42760371016213516,,
18,4.202753,0.803922,1.0,0.99818,0.803922,14.38037,51,41,3,3,0,0.37449003555113686,0.3602836783837323,,
19,4.273544,0.88,1.0,0.998136,0.88,13.998123,50,44,3,3,0,0.3535395668918733,0.4801717790012486,,
20,4.228209,0.87037,0.2,0.998128,0.796296,15.023648,54,47,5,1,4,0.40974730852099683,0.40339366668785065,,
21,4.384875,0.884615,0.75,0.998063,0.865385,14.680729,52,46,4,3,1,0.39095237387602927,0.6687184568347101,,
22,4.08958,0.884615,0.8,0.998304,0.865385,14.886934,52,46,5,4,1,0.40225421498643416,0.16861764484008532,,
23,4.381838,0.862745,0.3,0.997983,0.72549,14.853769,51,44,10,3,7,0.40043644714089455,0.663574867252121,,
24,4.445196,0.955556,0.5,0.997949,0.911111,14.959561,45,43,4,2,2,0.406234760485795,0.7708748136241734,,
25,3.937702,0.886364,0.333333,0.998222,0.840909,12.815611,44,39,3,1,2,0.28872753517491456,0.0,,
26,4.297862,0.87234,0.25,0.997929,0.808511,14.353631,47,41,4,1,3,0.37302450249368374,0.560309886329233,,
27,4.345731,0.826923,0.142857,0.99785,0.711538,15.036714,52,43,7,1,6,0.4104634280529542,0.6347823027812872,,
28,4.136028,0.907407,1.0,0.998152,0.907407,14.425171,54,49,4,4,0,0.3769455537292087,0.30854105790551095,,
29,4.151469,0.84,0.333333,0.998212,0.8,14.970748,50,42,3,1,2,0.40684790271890714,0.3325627587780512,,
