ep,avg_latency_ms,place_rate,fo_hit_rate,rel_pred_avg,emp_avail,avg_cost_total,attempted,placed,fo_cnt,fo_hit,fo_miss,cost_norm,lat_norm,topo_size,sfc_len_group
0,5.008918,0.270325,0.0,0.992802,1.0,18.021064,492,133,0,0,0,0.2898043705603177,0.0,,
1,4.978891,0.250497,0.0,0.992739,1.0,18.834323,503,126,0,0,0,0.3421580677218564,0.0,,
2,4.93061,0.269461,0.0,0.99271,1.0,18.516132,501,135,0,0,0,0.3325120005890407,0.0,,
3,5.054624,0.237805,0.0,0.993199,1.0,18.401752,492,117,0,0,0,0.3290445153938019,1.0,,
4,5.039904,0.282197,0.0,0.991986,1.0,18.962275,528,149,0,0,0,0.34603698295794955,0.8813032440760737,,
5,4.909793,0.273973,0.0,0.991632,1.0,18.450905,511,140,0,0,0,0.33053463363086105,0.0,,
6,4.955246,0.254941,0.0,0.992909,1.0,18.571619,506,129,0,0,0,0.33419411107668784,0.31383926745751667,,
7,5.056943,0.304167,0.0,0.992272,1.0,18.555472,480,146,0,0,0,0.333704620830913,1.0,,
8,5.095411,0.303213,0.0,0.991098,1.0,19.149241,498,151,0,0,0,0.35170494347975945,1.0,,
9,4.888608,0.265347,0.0,0.992215,1.0,17.65231,505,134,0,0,0,0.30632492781554355,0.0,,
10,4.954249,0.264706,0.0,0.991856,1.0,18.860261,510,135,0,0,0,0.34294438995481397,0.31740941760577923,,
11,4.974385,0.262729,0.0,0.992347,1.0,18.522118,491,129,0,0,0,0.3326934546265975,0.41477910403329415,,
12,4.936916,0.235067,0.0,0.992336,1.0,19.060344,519,122,0,0,0,0.3490099989775799,0.2335948601877404,,
13,5.025941,0.271863,0.0,0.992404,1.0,18.573288,526,143,0,0,0,0.33060019172654304,0.6640785741374581,,
14,5.028112,0.23092,0.0,0.992793,1.0,17.819438,511,118,0,0,0,0.3079961221548691,0.6745747411290631,,
15,4.832883,0.284569,0.0,0.993517,1.0,17.75638,499,142,0,0,0,0.30610534637032166,0.0,,
16,5.11209,0.258004,0.0,0.991311,1.0,19.530173,531,137,0,0,0,0.359292221870102,1.0,,
17,4.977323,0.269388,0.0,0.991456,1.0,18.953684,490,132,0,0,0,0.342006283728035,0.5173200464186826,,
18,5.056734,0.278978,0.0,0.992025,1.0,19.0066,509,142,0,0,0,0.3435929608938838,0.801738035429367,,
