ep,avg_latency_ms,place_rate,fo_hit_rate,rel_pred_avg,emp_avail,avg_cost_total,attempted,placed,fo_cnt,fo_hit,fo_miss,cost_norm,lat_norm,topo_size,sfc_len_group
0,4.196983,0.51,0.428571,0.9981,0.43,14.350073,100,51,14,6,8,0.34765258038419244,0.36969252205865366,,
1,4.250562,0.618557,0.666667,0.998059,0.597938,14.323089,97,60,6,4,2,0.3462735204058773,0.45107642631302847,,
2,4.076171,0.604167,0.421053,0.998091,0.489583,13.808829,96,58,19,8,11,0.319990953564835,0.18618664441110577,,
3,4.446309,0.525773,0.421053,0.99807,0.412371,13.932914,97,51,19,8,11,0.32633262729185614,0.7484027149548031,,
4,4.201007,0.470588,0.285714,0.99819,0.372549,14.202241,102,48,14,4,10,0.3400972618972101,0.37580529061182844,,
5,4.193787,0.540541,0.285714,0.997989,0.405405,14.789276,111,60,21,6,15,0.37009917171157264,0.36483812471901184,,
6,4.178209,0.559633,0.380952,0.998244,0.440367,14.376118,109,61,21,8,13,0.34898369881122004,0.3411769207717399,,
7,4.171779,0.481818,0.529412,0.998099,0.409091,14.720832,110,53,17,9,8,0.3666011890601805,0.3314099016315338,,
8,4.130598,0.556701,0.789474,0.998275,0.515464,13.813892,97,54,19,15,4,0.32024971373806843,0.26885772078750786,,
9,4.214506,0.584158,0.555556,0.998168,0.50495,14.70142,101,59,18,10,8,0.3656091054680566,0.39630917301512986,,
10,4.279914,0.604167,0.47619,0.998075,0.489583,14.554474,96,58,21,10,11,0.3580990589652647,0.4956592402233158,,
11,3.901089,0.580952,0.583333,0.998355,0.533333,13.359767,105,61,12,7,5,0.29704049506270647,0.0,,
12,4.188901,0.555556,0.571429,0.998168,0.464646,14.065106,99,55,21,12,9,0.3330886118162448,0.40487917671698664,,
13,4.205967,0.551402,0.4375,0.998167,0.46729,13.981931,107,59,16,7,9,0.3288377768176479,0.42888551931812674,,
14,4.332049,0.576923,0.3125,0.998125,0.365385,14.459946,104,60,32,10,22,0.3532679276869176,0.6062507584892532,,
15,4.010934,0.604167,0.333333,0.998273,0.458333,13.495448,96,58,21,7,14,0.30397482136110177,0.15452386471897134,,
16,4.406462,0.529412,0.56,0.998167,0.421569,15.189573,102,54,25,14,11,0.39055739827899705,0.7109318298162904,,
17,4.222327,0.495327,0.48,0.998125,0.373832,14.08039,107,53,25,12,13,0.3338697393724164,0.45190079749016765,,
18,4.310688,0.558824,0.5,0.998148,0.480392,14.585399,102,57,16,8,8,0.35967951326943254,0.5762019409446031,,
19,4.30706,0.545455,0.545455,0.997874,0.494949,15.735379,99,54,11,6,5,0.4184522099850049,0.571098878442826,,
20,4.198801,0.564815,0.636364,0.998109,0.527778,13.711271,108,61,11,7,4,0.31500501104421036,0.41880504207342245,,
21,4.247426,0.548387,0.5,0.998188,0.483871,14.137975,93,51,12,6,6,0.3368128021853088,0.4872080342590178,,
22,4.069149,0.588235,0.454545,0.998201,0.517647,14.098358,85,50,11,5,6,0.33478807290973955,0.23641818843695156,,
23,4.460471,0.554455,0.517241,0.998031,0.415842,14.379764,101,56,29,15,14,0.3491700321859469,0.7869086952647543,,
24,4.301477,0.655914,0.857143,0.998049,0.645161,14.169903,93,61,7,6,1,0.33844453986203793,0.5632448673824751,,
25,4.143958,0.691489,0.4375,0.998233,0.595745,14.158751,94,65,16,7,9,0.3378745999109915,0.34165465357601366,,
26,4.161434,0.49505,0.4,0.998009,0.405941,13.969266,101,50,15,6,9,0.3281905005052991,0.36623980419566815,,
27,4.262366,0.6,0.333333,0.998155,0.504762,14.154061,105,63,15,5,10,0.33763490988407757,0.5082257872322059,,
28,3.980977,0.60396,0.454545,0.998272,0.544554,14.172577,101,61,11,5,6,0.3385811945505559,0.11238248442060517,,
29,4.387751,0.628866,0.6875,0.998153,0.57732,14.189025,97,61,16,11,5,0.33942184297135847,0.68461005175771,,
