ep,avg_latency_ms,place_rate,fo_hit_rate,rel_pred_avg,emp_avail,avg_cost_total,attempted,placed,fo_cnt,fo_hit,fo_miss,cost_norm,lat_norm,topo_size,sfc_len_group
0,4.344777,0.430622,0.37931,0.998261,0.258373,14.399708,209,90,58,22,36,0.39079455984305883,0.4639967897249645,,
1,4.646503,0.431579,0.42623,0.998105,0.247368,14.732421,190,82,61,26,35,0.40950995754003555,0.814551972527717,,
2,4.206803,0.415929,0.326531,0.998301,0.269912,13.560189,226,94,49,16,33,0.3435709324525122,0.3036933007792115,,
3,4.412625,0.333333,0.444444,0.998037,0.283582,14.447012,201,67,18,8,10,0.39345545736308685,0.5428240392553654,,
4,4.277262,0.40367,0.361702,0.998223,0.266055,14.068507,218,88,47,17,30,0.37216423360709655,0.385555373315549,,
5,4.626321,0.39,0.377358,0.997961,0.225,14.312527,200,78,53,20,33,0.3858905314117432,0.7911039802005311,,
6,4.121663,0.391304,0.4,0.998337,0.347826,14.221844,207,81,15,6,9,0.38290091375392793,0.20477516710886284,,
7,4.195434,0.389163,0.439024,0.998254,0.275862,14.676813,203,79,41,18,23,0.40840600735234195,0.290484345988653,,
8,4.110573,0.34,0.30303,0.998254,0.225,13.900344,200,68,33,10,23,0.35232719409210445,0.1918902266306095,,
9,4.276516,0.393365,0.446429,0.998252,0.246445,14.211108,211,83,56,25,31,0.36914908267783175,0.3846885014599007,,
10,4.266736,0.461929,0.350877,0.998158,0.274112,13.876114,197,91,57,20,37,0.3552117400193975,0.3733262837729426,,
11,4.184215,0.42233,0.461538,0.998307,0.252427,14.097687,206,87,65,30,35,0.36712814122469867,0.27745052532056147,,
12,4.131339,0.419512,0.419355,0.998246,0.331707,14.176748,205,86,31,13,18,0.37138011398931603,0.2160167447091668,,
13,4.386312,0.361502,0.347826,0.998084,0.220657,14.846421,213,77,46,16,30,0.40739563809295953,0.5122537308210465,,
14,4.302317,0.366516,0.488372,0.998241,0.266968,14.673577,221,81,43,21,22,0.39809996947035686,0.4146649743469654,,
15,4.128859,0.396907,0.363636,0.998274,0.28866,13.936071,194,77,33,12,21,0.3584362941403977,0.21313546710079037,,
16,4.212405,0.444444,0.575758,0.998326,0.373737,13.526585,198,88,33,19,14,0.3364138121075238,0.3102025065212508,,
17,4.36674,0.370732,0.42,0.998132,0.229268,14.271553,205,76,50,21,29,0.3764787933773943,0.4895134957031929,,
18,4.242219,0.423469,0.368421,0.998212,0.30102,14.604815,196,83,38,14,24,0.3944018636225121,0.34484098873127733,,
19,4.325852,0.360406,0.375,0.998076,0.284264,14.415395,197,71,24,9,15,0.38421474339038,0.4420089378109237,,
20,4.217574,0.383495,0.454545,0.998158,0.296117,14.28732,206,79,33,15,18,0.3773267702342158,0.3162074637624093,,
21,4.234963,0.479592,0.489796,0.998192,0.352041,13.956174,196,94,49,24,25,0.35951745961916526,0.33641130404600766,,
22,4.144706,0.403756,0.459459,0.998357,0.309859,13.566256,213,86,37,17,20,0.3385473798280097,0.2315471373531447,,
23,4.389471,0.39801,0.375,0.998176,0.248756,13.914607,201,80,48,18,30,0.3572819438073724,0.515923460940692,,
24,3.987676,0.453125,0.425,0.998433,0.333333,13.594454,192,87,40,17,23,0.3400638642532351,0.04910479782721713,,
25,4.460815,0.420792,0.694444,0.998285,0.366337,14.541224,202,85,36,25,11,0.3909819094962843,0.598813782800986,,
26,4.221137,0.39801,0.4,0.99825,0.308458,14.166137,201,80,30,12,18,0.37080943817510736,0.3203467350320652,,
27,4.160702,0.397959,0.372093,0.998203,0.260204,14.301578,196,78,43,16,27,0.3780935455499562,0.2501322671786452,,
28,4.084022,0.42487,0.352941,0.998315,0.310881,13.798266,193,82,34,12,22,0.35102506363941555,0.16104186528729247,,
29,4.145501,0.434066,0.416667,0.998374,0.318681,13.516985,182,79,36,15,21,0.3358975494733008,0.23247087622817109,,
