ep,avg_latency_ms,place_rate,fo_hit_rate,rel_pred_avg,emp_avail,avg_cost_total,attempted,placed,fo_cnt,fo_hit,fo_miss,cost_norm,lat_norm,topo_size,sfc_len_group
0,4.191753,0.340909,0.257426,0.998176,0.170455,14.178909,440,150,101,26,75,0.3601046280320556,0.28620758702733906,,
1,4.301743,0.310421,0.358025,0.998146,0.195122,14.09973,451,140,81,29,52,0.3560239503521381,0.41399818923856757,,
2,4.382454,0.334802,0.4,0.998168,0.209251,14.371822,454,152,95,38,57,0.37004685760295014,0.5077704360438727,,
3,4.168155,0.328704,0.360465,0.998242,0.201389,13.865014,432,142,86,31,55,0.3439272637832029,0.25879111125792237,,
4,4.318034,0.364425,0.318584,0.998209,0.197397,14.445767,461,168,113,36,77,0.37385779216283765,0.4329255437043431,,
5,4.209097,0.317597,0.39759,0.998226,0.2103,14.290442,466,148,83,33,50,0.36585273161951415,0.3063591529356721,,
6,4.235201,0.34292,0.357798,0.998266,0.188053,13.997999,452,155,109,39,70,0.3507809680313381,0.33668741963580723,,
7,4.286676,0.350993,0.340426,0.998213,0.145695,14.105181,453,159,141,48,93,0.3563048395698232,0.3964924526800707,,
8,4.433715,0.339667,0.318182,0.998117,0.16152,14.6572,421,143,110,35,75,0.38475444781391893,0.5673277383973673,,
9,4.333143,0.338298,0.324561,0.998159,0.174468,13.995511,470,159,114,37,77,0.35065274165467203,0.4504797349440692,,
10,4.212956,0.330337,0.481481,0.99829,0.235955,14.035416,445,147,81,39,42,0.3527093618012841,0.3108427512791533,,
11,4.244176,0.360179,0.5,0.998335,0.250559,14.034291,447,161,98,49,49,0.35265135299909894,0.347115115628907,,
12,4.184976,0.328889,0.297619,0.998194,0.197778,13.864146,450,148,84,25,59,0.3438825500790637,0.2783340496500873,,
13,4.120656,0.365854,0.314815,0.998314,0.201774,13.396528,451,165,108,34,74,0.3197827254050068,0.20360525688957568,,
14,4.258693,0.358407,0.35,0.998225,0.185841,13.985497,452,162,120,42,78,0.35013667392676506,0.3639806897496951,,
15,4.133115,0.345133,0.369565,0.998275,0.216814,14.03569,452,156,92,34,58,0.3527234862594943,0.2180803335944128,,
16,4.396943,0.331034,0.370968,0.998148,0.151724,14.262535,435,144,124,46,78,0.3644144589718525,0.5246041517466354,,
17,4.420769,0.328736,0.406977,0.998121,0.211494,14.363548,435,143,86,35,51,0.36962040744975616,0.5522865152952953,,
18,4.483339,0.299786,0.330769,0.998078,0.11349,14.742737,467,140,130,43,87,0.3891628214568096,0.6249829169063789,,
19,4.085447,0.342105,0.288288,0.998298,0.16886,14.28176,456,156,111,32,79,0.36540527628475433,0.16269824468632224,,
20,4.43139,0.360656,0.366667,0.998156,0.18267,13.828893,427,154,120,44,76,0.3420657000256999,0.5646265445039554,,
21,4.522587,0.349206,0.422764,0.998096,0.188209,13.703341,441,154,123,52,71,0.3355950921555662,0.6705824986783449,,
22,4.363423,0.342733,0.419355,0.998195,0.225597,14.124557,461,158,93,39,54,0.35730344104588335,0.4856594911203975,,
23,4.377216,0.320088,0.305882,0.998109,0.189845,14.487096,453,145,85,26,59,0.3759877437765207,0.5016845934214832,,
24,4.108118,0.332599,0.414894,0.99833,0.211454,14.043112,454,151,94,39,55,0.3531059575774752,0.18903742793039022,,
25,4.399527,0.342733,0.35461,0.99825,0.145336,13.917781,461,158,141,50,91,0.34664674602298384,0.5276066948217933,,
26,4.446031,0.359202,0.305085,0.998075,0.177384,14.276505,451,162,118,36,82,0.3651344702565037,0.5816365602967303,,
27,4.240321,0.349537,0.361111,0.99823,0.189815,13.754629,432,151,108,39,69,0.33823832841790913,0.34263577462702444,,
28,4.385797,0.328294,0.308943,0.998089,0.144708,14.00505,463,152,123,38,85,0.35114437529977954,0.5116552676225398,,
29,4.100772,0.359813,0.342105,0.998324,0.184579,13.856787,428,154,114,39,75,0.34350329875318003,0.18050301889774747,,
