ep,avg_latency_ms,place_rate,fo_hit_rate,rel_pred_avg,emp_avail,avg_cost_total,attempted,placed,fo_cnt,fo_hit,fo_miss,cost_norm,lat_norm,topo_size,sfc_len_group
0,4.326171,0.308108,0.324468,0.998213,0.136486,14.348871,740,228,188,61,127,0.37175961902177945,0.5982191914734935,,
1,4.178828,0.287671,0.365385,0.998282,0.164384,13.750469,803,231,156,57,99,0.3406774522583382,0.41314076612437084,,
2,4.450026,0.319426,0.325792,0.998179,0.125163,14.3407,767,245,221,72,149,0.37719628747600453,0.7537953276282584,,
3,4.362122,0.305195,0.381643,0.998213,0.138961,13.750822,770,235,207,79,128,0.3468425078654828,0.6433775864746109,,
4,4.281676,0.330946,0.300971,0.998223,0.124642,13.957749,698,231,206,62,144,0.3574905147970215,0.5423290855305675,,
5,4.363757,0.314474,0.387283,0.998225,0.175,14.003145,760,239,173,67,106,0.359826481097197,0.6454319079923009,,
6,4.212652,0.334243,0.34104,0.998219,0.178718,13.572036,733,245,173,59,114,0.3376426367479145,0.4556273892815373,,
7,4.178264,0.318063,0.35119,0.998316,0.175393,13.748056,764,243,168,59,109,0.3467001929933978,0.41243268403114874,,
8,4.272246,0.318919,0.372222,0.998228,0.166216,13.834853,740,236,180,67,113,0.35116656620961034,0.5304838759199033,,
9,4.27302,0.331126,0.331839,0.998274,0.133775,14.181043,755,250,223,74,149,0.3689806901918348,0.531456214140364,,
10,4.220092,0.311231,0.387879,0.998319,0.17456,14.193073,739,230,165,64,101,0.369599757795235,0.46497280196452456,,
11,4.311781,0.292328,0.311558,0.998185,0.111111,13.928611,756,221,199,62,137,0.3559911289998909,0.5801439160904988,,
12,4.33602,0.303526,0.38587,0.998277,0.161209,14.02438,794,241,184,71,113,0.3609192170722106,0.6105916641213686,,
13,4.336604,0.283069,0.389262,0.998199,0.162698,13.945202,756,214,149,58,91,0.35684488365547584,0.6113243999527525,,
14,4.22083,0.31979,0.320652,0.998241,0.155963,13.892425,763,244,184,59,125,0.3541291013435817,0.46590009052134684,,
15,4.362888,0.312418,0.432292,0.998266,0.169935,13.900588,765,239,192,83,109,0.3545491693599486,0.6443399871009823,,
16,4.29764,0.2933,0.309392,0.998217,0.135272,14.130754,791,232,181,56,125,0.36639295382362264,0.5623814802315337,,
17,4.211728,0.325581,0.303867,0.998271,0.153215,13.832525,731,238,181,55,126,0.3510467715706968,0.454466407247142,,
18,4.268114,0.31572,0.284264,0.998185,0.129458,14.413533,757,239,197,56,141,0.38094412120179033,0.5252940133218361,,
19,4.149503,0.326975,0.276596,0.998297,0.141689,13.854453,734,240,188,52,136,0.3521751382186645,0.3763058062545178,,
20,4.291058,0.298408,0.354651,0.998238,0.151194,13.895238,754,225,172,61,111,0.3542738325376578,0.5541138649541676,,
21,4.218697,0.308424,0.338798,0.998285,0.144022,14.008696,736,227,183,62,121,0.36011211330167814,0.4632210351338627,,
22,4.265497,0.315858,0.377551,0.998272,0.155963,13.614009,763,241,196,74,122,0.3398024511634685,0.5220069845724856,,
23,4.181481,0.301913,0.338235,0.998288,0.178962,14.296025,732,221,136,46,90,0.39992382324597736,0.41647399065850416,,
24,4.263699,0.308311,0.366864,0.998262,0.164879,13.983816,746,230,169,62,107,0.3845014622168595,0.5197483305265888,,
25,4.319249,0.309746,0.323529,0.9982,0.125501,13.817838,749,232,204,66,138,0.3763025603444175,0.5895253216030869,,
26,4.355285,0.303595,0.348958,0.99818,0.13715,14.123534,751,228,192,67,125,0.3914031797353778,0.6347905744050287,,
27,4.313749,0.31516,0.310345,0.998178,0.155585,14.021486,752,237,174,54,120,0.38636227424143144,0.5826166495014717,,
28,4.312001,0.324438,0.344828,0.998248,0.164326,14.284422,712,231,174,60,114,0.39935065187457397,0.580420243443592,,
29,4.37349,0.308411,0.336585,0.998198,0.126836,13.863221,749,231,205,69,136,0.37854435286975013,0.6576569416288139,,
