ep,avg_latency_ms,place_rate,fo_hit_rate,rel_pred_avg,emp_avail,avg_cost_total,attempted,placed,fo_cnt,fo_hit,fo_miss,cost_norm,lat_norm,topo_size,sfc_len_group
0,4.382022,0.337531,0.364583,0.998123,0.183879,14.183985,397,134,96,35,61,0.3631951244337779,0.6683742567286503,,
1,4.257548,0.330073,0.3125,0.998213,0.168704,14.177687,409,135,96,30,66,0.3628679834313568,0.5120221943714851,,
2,4.205357,0.311436,0.35443,0.998243,0.187348,14.086498,411,128,79,28,51,0.3581314469417286,0.44646405118202726,,
3,4.303959,0.33584,0.391753,0.998218,0.18797,13.824104,399,134,97,38,59,0.34450218905118,0.5703188389793037,,
4,4.101966,0.330952,0.43956,0.99837,0.209524,13.567533,420,139,91,40,51,0.33117539268002294,0.31659428874217277,,
5,4.164387,0.359694,0.37931,0.99835,0.221939,13.913002,392,141,87,33,54,0.34911971716875245,0.39500125138110487,,
6,4.135837,0.315663,0.397059,0.998317,0.216867,14.001296,415,131,68,27,41,0.35370591463233164,0.35913979076643365,,
7,4.244732,0.334197,0.361446,0.998234,0.196891,14.039277,386,129,83,30,53,0.3556787170908328,0.4959234332806101,,
8,4.286365,0.345499,0.433333,0.99834,0.221411,14.047533,411,142,90,39,51,0.35610752072638724,0.5482187657815563,,
9,4.3207,0.330864,0.348624,0.998238,0.155556,13.863497,405,134,109,38,71,0.3465483371655027,0.5913471242072869,,
10,4.0483,0.353261,0.583333,0.998379,0.298913,13.510944,368,130,48,28,20,0.32823603596404005,0.24918381130902473,,
11,4.201623,0.326582,0.384615,0.998221,0.205063,13.697608,395,129,78,30,48,0.3379317644648031,0.44177347274584244,,
12,4.251202,0.325,0.415094,0.998273,0.17,14.127327,400,130,106,44,62,0.36025219206140685,0.5040506153378604,,
13,4.400883,0.341837,0.365385,0.998148,0.173469,14.466289,392,134,104,38,66,0.3778585246574647,0.6920665201712266,,
14,4.350919,0.34375,0.385965,0.998242,0.175481,14.163221,416,143,114,44,70,0.36211661462381967,0.629305305415272,,
15,4.196783,0.358974,0.473684,0.998294,0.25641,13.865571,390,140,76,36,40,0.34665607422754174,0.4356940151744756,,
16,4.498453,0.285366,0.381443,0.998075,0.139024,14.117209,410,117,97,37,60,0.35972664942714666,0.8146251938338996,,
17,4.098377,0.310843,0.444444,0.998284,0.226506,13.949521,415,129,63,28,35,0.35101659391052026,0.3120857770767806,,
18,4.344175,0.331754,0.33913,0.998143,0.151659,13.591913,422,140,115,39,76,0.3324417318188021,0.6208341290684228,,
19,4.261801,0.336658,0.31,0.998241,0.164589,14.074661,401,135,100,31,69,0.3575166334415836,0.5173635073385645,,
20,4.178118,0.338501,0.395062,0.998263,0.211886,13.908377,387,131,81,32,49,0.3488794941689821,0.4122490634124539,,
21,4.39525,0.326877,0.368421,0.998189,0.181598,14.512048,413,135,95,35,60,0.38023536547722464,0.6849909519065761,,
22,4.266343,0.341902,0.316327,0.998289,0.169666,14.400929,389,133,98,31,67,0.37446361277073187,0.5230692774958502,,
23,4.340427,0.341969,0.361905,0.998274,0.168394,14.178949,386,132,105,38,67,0.3629335199359689,0.6161270034613356,,
24,4.17397,0.34279,0.45977,0.998358,0.231678,13.671518,423,145,87,40,47,0.3365765865825408,0.4070390914125022,,
25,4.203566,0.309927,0.416667,0.998255,0.191283,13.969813,413,128,84,35,49,0.3520705842574904,0.4442144270347078,,
26,4.169601,0.303704,0.274194,0.998229,0.192593,14.166664,405,123,62,17,45,0.3622954483949408,0.40155095540453734,,
27,4.383705,0.316327,0.4,0.99817,0.155612,13.748279,392,124,105,42,63,0.3405637020859071,0.6704887145668946,,
28,4.058405,0.330049,0.208333,0.998342,0.189655,14.045155,406,134,72,15,57,0.35598403628049374,0.2618760919150934,,
29,4.253607,0.344059,0.311111,0.998263,0.190594,14.256754,404,139,90,28,62,0.36697487452403277,0.5070710756033722,,
