ep,avg_latency_ms,place_rate,fo_hit_rate,rel_pred_avg,emp_avail,avg_cost_total,attempted,placed,fo_cnt,fo_hit,fo_miss,cost_norm,lat_norm,topo_size,sfc_len_group
0,6.23405,0.284091,0.442857,0.996729,0.106818,16.045122,440,125,140,62,78,0.41236383739781673,0.4311056396630988,,
1,6.118185,0.268293,0.389381,0.996899,0.115299,15.767504,451,121,113,44,69,0.3988259741697514,0.2944148625358117,,
2,6.317894,0.259912,0.47619,0.99686,0.138767,16.161261,454,118,105,50,55,0.418027277905341,0.5300192673840448,,
3,6.02182,0.270833,0.442478,0.996977,0.125,15.670158,432,117,113,50,63,0.3940789493151245,0.18072959762986315,,
4,6.277594,0.255965,0.448819,0.996758,0.104121,16.276089,461,118,127,57,70,0.42362682794150686,0.4824756956551091,,
5,6.261557,0.251073,0.412281,0.996917,0.107296,15.764669,466,117,114,47,67,0.3986877063485011,0.463556109257463,,
6,6.243769,0.267699,0.412281,0.996915,0.119469,16.382198,452,121,114,47,67,0.428801142937913,0.4425713367029384,,
7,6.136095,0.295806,0.423841,0.996864,0.103753,15.885907,453,134,151,64,87,0.40459981462206174,0.3155447465422338,,
8,6.266608,0.287411,0.442748,0.996738,0.114014,16.257098,421,121,131,58,73,0.422700722917924,0.46951496825468936,,
9,6.238025,0.261702,0.421875,0.996798,0.104255,16.234307,470,123,128,54,74,0.4215893126519597,0.435794528778074,,
10,6.139442,0.27191,0.513043,0.996917,0.146067,16.418592,445,121,115,59,56,0.43057585903588996,0.3194929358841811,,
11,6.093714,0.279642,0.490909,0.997031,0.154362,15.80387,447,125,110,54,56,0.4005993029210972,0.2655456732480585,,
12,6.37191,0.284444,0.410448,0.996695,0.108889,16.206438,450,128,134,55,79,0.42023033540320154,0.5937440847579669,,
13,6.195115,0.288248,0.369231,0.996896,0.10643,15.698437,451,130,130,48,82,0.3954579576536183,0.385172636619086,,
14,6.353765,0.261062,0.387931,0.996716,0.103982,16.49794,452,118,116,45,71,0.43444523635952537,0.5723379649235382,,
15,6.20447,0.303097,0.404762,0.99694,0.137168,15.857531,452,137,126,51,75,0.4032160898926666,0.39620865126439225,,
16,6.353332,0.294253,0.370968,0.996805,0.114943,15.842959,435,128,124,46,78,0.40250545299808643,0.5718265069403843,,
17,6.072954,0.266667,0.49,0.99688,0.149425,15.566114,435,116,100,49,51,0.38900530289969354,0.24105412855381805,,
18,6.303345,0.284797,0.374194,0.996788,0.077088,16.477188,467,133,155,58,97,0.4334332992806234,0.5128555099484583,,
19,6.276094,0.278509,0.338843,0.996873,0.10307,15.848914,456,127,121,41,80,0.40279584197694157,0.4807067654653345,,
20,6.041359,0.297424,0.411765,0.997001,0.11007,16.115881,427,127,136,56,80,0.4158143722444752,0.2037801462702824,,
21,6.359157,0.29932,0.374046,0.996785,0.113379,15.518836,441,132,131,49,82,0.38669981462427944,0.5786994900284376,,
22,6.030881,0.258134,0.447368,0.997019,0.121475,15.78526,461,119,114,51,63,0.3996918042637919,0.19141905474718648,,
23,6.126062,0.249448,0.461538,0.996927,0.125828,16.517312,453,113,104,48,56,0.43538992655843417,0.30370797391758164,,
24,6.160562,0.231278,0.483146,0.996882,0.129956,15.466505,454,105,89,43,46,0.38414789318714504,0.3444084055363468,,
25,6.210013,0.255965,0.392,0.996906,0.091106,16.060608,461,118,125,49,76,0.4131189887975394,0.4027480665223873,,
26,5.976032,0.297118,0.407143,0.997051,0.113082,15.627518,451,134,140,57,83,0.3919996138517137,0.12671175220686712,,
27,6.105158,0.282407,0.443609,0.996945,0.111111,15.572514,432,122,133,59,74,0.3893173749745346,0.27904661570568545,,
28,6.158336,0.302376,0.368098,0.996886,0.079914,15.735693,463,140,163,60,103,0.39727471934158703,0.34178249386610837,,
29,6.133663,0.266355,0.396226,0.996985,0.116822,15.489082,428,114,106,42,64,0.3852488863673768,0.31267460503418293,,
