ep,avg_latency_ms,place_rate,fo_hit_rate,rel_pred_avg,emp_avail,avg_cost_total,attempted,placed,fo_cnt,fo_hit,fo_miss,cost_norm,lat_norm,topo_size,sfc_len_group
0,6.407922,0.325359,0.484848,0.996702,0.162679,17.09553,209,68,66,32,34,0.4760747355274455,0.6029112829900231,,
1,6.158033,0.321053,0.403509,0.996939,0.142105,15.896698,190,61,57,23,34,0.411578986051018,0.28110717521309814,,
2,6.207237,0.265487,0.433962,0.996813,0.132743,15.424294,226,60,53,23,30,0.38616416980082807,0.3444713838883371,,
3,6.259788,0.298507,0.470588,0.996863,0.208955,15.690638,201,60,34,16,18,0.4004932031927851,0.41214669650513813,,
4,6.066672,0.321101,0.444444,0.997024,0.183486,15.069488,218,70,54,24,30,0.376445797955954,0.16345331442750557,,
5,6.269258,0.32,0.391304,0.997009,0.18,15.791171,200,64,46,18,28,0.4146967454137355,0.4243420756321164,,
6,6.199365,0.280193,0.434783,0.997089,0.217391,15.60366,207,58,23,10,13,0.4047581768394815,0.33433493404835884,,
7,6.473021,0.275862,0.521739,0.996699,0.167488,16.970879,203,56,46,24,22,0.47722405934450046,0.6867461156221846,,
8,6.029974,0.34,0.421053,0.997017,0.175,15.336314,200,68,57,24,33,0.3905882098028891,0.11619472073716905,,
9,6.38679,0.336493,0.444444,0.996771,0.146919,16.312717,211,71,72,32,40,0.4423399266471709,0.5756985072542911,,
10,6.202911,0.360406,0.40678,0.997003,0.182741,15.614074,197,71,59,24,35,0.4053101643780502,0.3389010937921697,,
11,6.08785,0.315534,0.470588,0.996979,0.140777,16.015383,206,65,68,32,36,0.42658049939216186,0.19072607327234628,,
12,5.907708,0.346341,0.530612,0.997108,0.234146,15.55484,205,71,49,26,23,0.40217060793733306,0.0,,
13,6.465142,0.28169,0.375,0.996587,0.117371,15.662482,213,60,56,21,35,0.4078758751964864,0.6894137459744188,,
14,6.207068,0.285068,0.409091,0.996982,0.167421,16.376159,221,63,44,18,26,0.4457024924244824,0.370236800893898,,
15,6.370905,0.350515,0.372881,0.99677,0.159794,15.946815,194,68,59,22,37,0.42294623503626794,0.5728649630995332,,
16,6.25349,0.323232,0.5625,0.996912,0.252525,15.506458,198,64,32,18,14,0.3996062338673674,0.4276495839663283,,
17,6.28704,0.292683,0.462963,0.996795,0.15122,16.057662,205,60,54,25,29,0.4288213829302239,0.46914303164524496,,
18,6.308311,0.316327,0.425532,0.996856,0.178571,16.004378,196,62,47,20,27,0.4259972094032629,0.4954504945337563,,
19,6.230089,0.299492,0.44898,0.996874,0.162437,16.803499,197,59,49,22,27,0.468352511717494,0.39870842764772824,,
20,6.050361,0.320388,0.519231,0.997051,0.199029,15.68085,206,66,52,27,25,0.4088494560917307,0.17642793158157105,,
21,6.463067,0.367347,0.362069,0.996764,0.178571,16.248913,196,72,58,21,37,0.4389581693746314,0.6868465608188626,,
22,6.140011,0.295775,0.518519,0.996886,0.173709,15.574996,213,63,54,28,26,0.4032389597058647,0.2873027294497072,,
23,6.073834,0.343284,0.484375,0.996796,0.179104,15.32039,201,69,64,31,33,0.38974418847471415,0.2054583731991575,,
24,6.030851,0.328125,0.431373,0.99709,0.177083,15.553734,192,63,51,22,29,0.40211202364277554,0.15229827050913386,,
25,6.265809,0.30198,0.575,0.996795,0.217822,16.439347,202,61,40,23,17,0.44905158164499503,0.4428853700844637,,
26,6.333201,0.343284,0.396226,0.996962,0.18408,15.903988,201,69,53,21,32,0.4206762807873054,0.526234047226597,,
27,6.128153,0.372449,0.467532,0.996949,0.163265,15.950079,196,73,77,36,41,0.42311921582534257,0.27263819862589217,,
28,6.287285,0.336788,0.44898,0.996907,0.196891,15.580198,193,65,49,22,27,0.40351464514402746,0.46944644167434435,,
29,6.230645,0.335165,0.466667,0.996844,0.203297,15.556855,182,61,45,21,24,0.40227742383236936,0.3993962510324796,,
