ep,avg_latency_ms,place_rate,fo_hit_rate,rel_pred_avg,emp_avail,avg_cost_total,attempted,placed,fo_cnt,fo_hit,fo_miss,cost_norm,lat_norm,topo_size,sfc_len_group
0,5.272655,0.974359,0.5,0.991132,0.74359,17.556884,39,38,18,9,9,0.3562397990323105,0.0,,
1,5.4165,0.833333,0.652174,0.992721,0.685185,19.113142,54,45,23,15,8,0.34366280176673597,1.0,,
2,5.488871,0.95,0.777778,0.991073,0.9,19.833958,40,38,9,7,2,0.36807846385227116,1.0,,
3,4.904974,0.830189,0.375,0.992549,0.735849,18.433725,53,44,8,3,5,0.31376404044757583,0.0,,
4,5.277254,0.791667,0.5,0.991935,0.604167,19.282802,48,38,18,9,9,0.34190659569948845,0.6375778766254054,,
5,5.077856,0.8,0.714286,0.991773,0.76,20.815056,50,40,7,5,2,0.39029129316794925,0.2960823700373952,,
6,4.941129,0.962264,0.625,0.993344,0.90566,16.926559,53,51,8,5,3,0.2739688399958341,0.061919404463783315,,
7,5.282222,0.785714,0.75,0.992102,0.738095,18.776414,42,33,8,6,2,0.3339346845007841,0.6460867788263531,,
8,5.682132,0.844828,0.605263,0.990589,0.586207,19.365238,58,49,38,23,15,0.3530223258555368,1.0,,
9,5.060198,0.872727,0.833333,0.9928,0.854545,18.034525,55,48,6,5,1,0.29994671109348875,0.1997325799376149,,
10,5.223452,0.788462,0.416667,0.991812,0.653846,19.581778,52,41,12,5,7,0.34849467435411013,0.40979779696483015,,
11,5.302076,0.804348,0.555556,0.990738,0.717391,19.640563,46,37,9,5,4,0.35033914438081365,0.5109665956321224,,
12,5.36406,0.869565,0.75,0.989818,0.847826,19.893632,46,40,4,3,1,0.3582796635589947,0.5907238059677974,,
13,4.950397,0.666667,0.8,0.993622,0.631579,17.059869,57,38,10,8,2,0.26936506592238735,0.058447258545841436,,
14,5.214007,0.796296,0.714286,0.992593,0.722222,18.114167,54,43,14,10,4,0.3024456087443096,0.3976450029108157,,
15,5.414809,0.833333,0.8,0.98987,0.796296,19.901872,54,45,10,8,2,0.3585382213861666,0.6560240233440213,,
16,5.026588,0.755102,0.636364,0.992262,0.673469,18.32892,49,37,11,7,4,0.30918389801732643,0.15648571197297664,,
17,5.35051,0.840909,0.769231,0.991542,0.772727,19.190442,44,37,13,10,3,0.33621576647536916,0.5732879270599011,,
18,5.222594,0.784314,1.0,0.991552,0.784314,19.092808,51,40,7,7,0,0.33315232272058276,0.4086941872271352,,
19,5.346803,0.88,0.8,0.990813,0.84,19.626273,50,44,10,8,2,0.34989077940864444,0.5685187413980474,,
20,5.230362,0.851852,0.333333,0.99217,0.777778,18.680661,54,46,6,2,4,0.32022042886001134,0.4186892677497775,,
21,5.229398,0.923077,0.833333,0.991826,0.903846,19.706514,52,48,6,5,1,0.3524084926480903,0.41744910219308407,,
22,4.833622,0.846154,0.636364,0.992234,0.769231,18.38571,52,44,11,7,4,0.3109657989993371,0.0,,
23,5.236196,0.803922,0.333333,0.991145,0.647059,19.229807,51,41,12,4,8,0.3410465369974091,0.47444829998913607,,
24,4.91055,0.955556,0.5,0.993105,0.866667,17.56815,45,43,8,4,4,0.2891918894429901,0.09066205367629558,,
25,5.216649,0.886364,0.571429,0.991904,0.818182,19.068425,44,39,7,4,3,0.3360103527089953,0.45141070152572155,,
26,4.916965,0.87234,0.727273,0.991644,0.808511,18.07155,47,41,11,8,3,0.3049012707998621,0.09822226977859992,,
27,5.097982,0.807692,0.411765,0.99197,0.615385,17.695776,52,42,17,7,10,0.29317464683793937,0.3115579943404477,,
28,5.051293,0.796296,1.0,0.993197,0.796296,19.342118,54,43,8,8,0,0.34455137568097155,0.25653326647716146,,
29,5.311243,0.86,0.833333,0.992184,0.82,19.114093,50,43,12,10,2,0.33743549642899406,0.5628928010052943,,
