ep,avg_latency_ms,place_rate,fo_hit_rate,rel_pred_avg,emp_avail,avg_cost_total,attempted,placed,fo_cnt,fo_hit,fo_miss,cost_norm,lat_norm,topo_size,sfc_len_group
0,5.511429,0.411364,0.359606,0.993231,0.115909,18.023579,440,181,203,73,130,0.3281903164041895,0.591543204169469,,
1,5.421824,0.388027,0.386503,0.992507,0.166297,18.001987,451,175,163,63,100,0.32758393307092726,0.5133421655995102,,
2,5.511126,0.418502,0.407821,0.991942,0.185022,18.523848,454,190,179,73,106,0.3422396637177,0.5912795302024141,,
3,5.362238,0.409722,0.389535,0.992328,0.166667,18.639151,432,177,172,67,105,0.345477775477458,0.4613396821425232,,
4,5.589832,0.427332,0.403846,0.99152,0.158351,19.202094,461,197,208,84,124,0.3612872427303315,0.6599687367222384,,
5,5.362299,0.38412,0.432584,0.992352,0.167382,18.306898,466,179,178,77,101,0.3361469397579131,0.4613929566059464,,
6,5.401286,0.402655,0.40625,0.992158,0.150442,18.913816,452,182,192,78,114,0.3531913584101027,0.49541825654941174,,
7,5.368113,0.388521,0.368159,0.992834,0.108168,18.731719,453,176,201,74,127,0.3480774332439648,0.46646690613057423,,
8,5.462695,0.429929,0.365979,0.992326,0.137767,18.53758,421,181,194,71,123,0.3426252984517115,0.5490118572197308,,
9,5.573525,0.417021,0.386047,0.992172,0.13617,19.043555,470,196,215,83,132,0.3568349130487197,0.6457367576234201,,
10,5.288023,0.433708,0.409574,0.992416,0.18427,17.863734,445,193,188,77,111,0.32370128864047365,0.39656975937665906,,
11,5.524307,0.431767,0.470874,0.992206,0.187919,19.163724,447,193,206,97,109,0.36020968105796647,0.6027824572545074,,
12,5.672417,0.408889,0.387435,0.99217,0.148889,19.166791,450,184,191,74,117,0.36029582564560936,0.7320431637745681,,
13,5.402025,0.423503,0.395122,0.992107,0.148559,18.614618,451,191,205,81,124,0.34478882185233156,0.49606301264130925,,
14,5.242953,0.391593,0.418367,0.993036,0.139381,17.720258,452,177,196,82,114,0.31967197712489887,0.35723633554664264,,
15,5.348007,0.413717,0.391061,0.992728,0.172566,18.178575,452,187,179,70,109,0.3325431679669457,0.44891961315062495,,
16,5.604479,0.455172,0.39207,0.991918,0.137931,19.019135,435,198,227,89,138,0.35614911634717367,0.6727510141154475,,
17,5.407959,0.411494,0.426752,0.992788,0.204598,18.005154,435,179,157,67,90,0.32767286720211775,0.5012421160392393,,
18,5.59874,0.391863,0.35514,0.992829,0.09636,18.46149,467,183,214,76,138,0.3404884259831598,0.667742863190846,,
19,5.570411,0.423246,0.377358,0.991938,0.133772,19.084451,456,193,212,80,132,0.3579834025573552,0.6430194791379983,,
20,5.359897,0.421546,0.384211,0.993223,0.147541,17.517051,427,180,190,73,117,0.31396520004435424,0.45929655286191384,,
21,5.483952,0.439909,0.412844,0.992478,0.14966,18.613683,441,194,218,90,128,0.3447625588338609,0.5675638448512786,,
22,5.259133,0.390456,0.398693,0.992912,0.190889,18.590343,461,180,153,61,92,0.344107084833735,0.37135689009012984,,
23,5.49967,0.392936,0.40107,0.992577,0.145695,18.101827,453,178,187,75,112,0.3303877900756843,0.5812814090566955,,
24,5.326738,0.400881,0.430939,0.992366,0.174009,18.080359,454,182,181,78,103,0.3297848992939645,0.43035769801155305,,
25,5.528301,0.418655,0.402655,0.992059,0.125813,18.40655,461,193,226,91,135,0.3389455237950308,0.60626790450734,,
26,5.387376,0.461197,0.42623,0.99266,0.150776,17.489305,451,208,244,104,140,0.31318598054428476,0.4832790059220844,,
27,5.474948,0.423611,0.433498,0.992139,0.157407,17.827056,432,183,203,88,115,0.32267124612673687,0.5597051245885978,,
28,5.510279,0.395248,0.394366,0.993376,0.116631,17.717133,463,183,213,84,129,0.31958419895167206,0.5905401738575675,,
29,5.375986,0.429907,0.38835,0.992657,0.135514,18.279783,428,184,206,80,126,0.33538545044418056,0.4733381596896198,,
