ep,avg_latency_ms,place_rate,fo_hit_rate,rel_pred_avg,emp_avail,avg_cost_total,attempted,placed,fo_cnt,fo_hit,fo_miss,cost_norm,lat_norm,topo_size,sfc_len_group
0,5.302442,0.412607,0.421053,0.992302,0.160458,18.430471,349,144,152,64,88,0.33337078011551136,0.4091542282887319,,
1,5.294917,0.442857,0.435897,0.992781,0.191429,17.725962,350,155,156,68,88,0.3128175414961651,0.4025867172136293,,
2,5.522398,0.419075,0.39521,0.99295,0.127168,17.822503,346,145,167,66,101,0.31563402574750027,0.6011162412093013,,
3,5.371202,0.38843,0.428571,0.992526,0.201102,18.022084,363,141,119,51,68,0.3214565730443261,0.4691628400244026,,
4,5.217642,0.461988,0.458333,0.993024,0.233918,17.670962,342,158,144,66,78,0.31121298669650427,0.33514635934646847,,
5,5.493579,0.422156,0.460938,0.991461,0.215569,18.76119,334,141,128,59,69,0.34301914869142,0.5759654287950261,,
6,5.362345,0.424332,0.388889,0.992416,0.163205,18.461105,337,143,144,56,88,0.33426449996527696,0.4614335395612335,,
7,5.517572,0.398438,0.40625,0.992331,0.151042,17.721375,384,153,160,65,95,0.31268374218652695,0.5969047316645283,,
8,5.541468,0.427374,0.392405,0.99175,0.159218,20.085073,358,153,158,62,96,0.3816419018054584,0.6177592280608121,,
9,5.384115,0.445402,0.416185,0.992436,0.155172,17.894189,348,155,173,72,101,0.3177253919539551,0.4804327525224091,,
10,5.339704,0.424419,0.378788,0.99242,0.186047,18.897013,344,146,132,50,82,0.3469816051045154,0.4416737661424515,,
11,5.623484,0.437853,0.429487,0.991965,0.186441,18.786182,354,155,156,67,89,0.34374825981357815,0.6893377590343347,,
12,5.386054,0.417127,0.385093,0.992736,0.143646,18.21718,362,151,161,62,99,0.32714827993220524,0.4821251625125171,,
13,5.397065,0.392265,0.44898,0.992775,0.168508,18.461415,362,142,147,66,81,0.33427353451603575,0.49173425042501756,,
14,5.164694,0.406528,0.401869,0.993303,0.216617,18.452949,337,137,107,43,64,0.33402654541871696,0.2889371236358045,,
15,5.419032,0.465672,0.458065,0.991939,0.214925,19.006562,335,156,155,71,84,0.3501775788821926,0.510905402210175,,
16,5.472417,0.386842,0.41358,0.992617,0.136842,18.3071,380,147,162,67,95,0.32977157612419483,0.5574964702381814,,
17,5.187155,0.506135,0.453901,0.993143,0.269939,18.270399,326,165,141,64,77,0.3287008800850565,0.30853905807799775,,
18,5.548233,0.382353,0.485294,0.992142,0.195187,18.712545,374,143,136,66,70,0.3415999806429433,0.6236633325780462,,
19,5.518837,0.454039,0.356688,0.991593,0.172702,18.710766,359,163,157,56,101,0.34154806326691894,0.598008539515662,,
20,5.42548,0.417391,0.513043,0.992584,0.255072,18.28618,345,144,115,59,56,0.329161274321955,0.5165335313662727,,
21,5.391786,0.440233,0.365854,0.992931,0.137026,18.239678,343,151,164,60,104,0.32780461660907334,0.48712736281966723,,
22,5.432706,0.416185,0.431818,0.991564,0.199422,19.196724,346,144,132,57,75,0.3557253463147824,0.5228397186019994,,
23,5.475215,0.425656,0.4125,0.992137,0.151603,18.486386,343,146,160,66,94,0.335002032817586,0.559938256202207,,
24,5.293674,0.437126,0.404412,0.993208,0.194611,17.798373,334,146,136,55,81,0.31493006481847563,0.40150179240759665,,
25,5.199682,0.408046,0.429688,0.992652,0.198276,18.134045,348,142,128,55,73,0.3247228910071677,0.31947246702297627,,
26,5.50304,0.435435,0.481203,0.992315,0.228228,18.745918,333,145,133,64,69,0.34257359086530786,0.5842221491623834,,
27,5.496265,0.40634,0.418803,0.991746,0.210375,19.679995,347,141,117,49,68,0.36982420967783275,0.5783096359973038,,
28,5.424704,0.442857,0.406452,0.992147,0.18,18.222629,350,155,155,63,92,0.3273072493391051,0.5158556407552902,,
29,5.556187,0.495356,0.406417,0.992107,0.151703,18.939062,323,160,187,76,111,0.3482083399056956,0.6306054797132661,,
