ep,avg_latency_ms,place_rate,fo_hit_rate,rel_pred_avg,emp_avail,avg_cost_total,attempted,placed,fo_cnt,fo_hit,fo_miss,cost_norm,lat_norm,topo_size,sfc_len_group
0,5.460937,0.463576,0.430556,0.992516,0.192053,18.476557,302,140,144,62,82,0.3323821718618018,0.5474773444274191,,
1,5.238608,0.426667,0.454545,0.991263,0.246667,18.533131,300,128,99,45,54,0.3340741765438331,0.3534440657880671,,
2,5.47104,0.447811,0.392593,0.992573,0.171717,18.55033,297,133,135,53,82,0.33458854189568626,0.5562947389002922,,
3,5.59459,0.42807,0.395683,0.991995,0.133333,18.571619,285,122,139,55,84,0.33522525053218083,0.664121242046862,,
4,5.400361,0.485915,0.451128,0.993008,0.228873,17.816576,284,138,133,60,73,0.31264356771383495,0.49461136919818466,,
5,5.440205,0.424242,0.403101,0.992978,0.164983,18.298452,297,126,129,52,77,0.32705542170947316,0.529384373783433,,
6,5.408428,0.432692,0.495798,0.992783,0.240385,18.436301,312,135,119,59,60,0.33117820231440576,0.5016515149263333,,
7,5.435763,0.411765,0.486957,0.992014,0.218954,17.77566,306,126,115,56,59,0.3159784365444166,0.5255075418567928,,
8,5.469223,0.431746,0.387597,0.991535,0.180952,18.846498,315,136,129,50,79,0.347792855780119,0.554708773596287,,
9,5.300356,0.453947,0.407143,0.992388,0.180921,19.241255,304,138,140,57,83,0.35952103753628173,0.40733374071461587,,
10,5.35683,0.451049,0.473214,0.991605,0.244755,17.759998,286,129,112,53,59,0.3155131227339626,0.4566200333679135,,
11,5.454048,0.465753,0.339286,0.992822,0.085616,18.983067,292,136,168,57,111,0.3518503222182902,0.5414651830103667,,
12,5.424375,0.459364,0.401709,0.992381,0.212014,18.539461,283,130,117,47,70,0.33867086306295696,0.515568466644893,,
13,5.628822,0.393651,0.461538,0.992114,0.171429,17.993857,315,124,130,60,70,0.32246103271099535,0.6939958230949165,,
14,5.50512,0.467857,0.381679,0.992464,0.178571,18.927495,280,131,131,50,81,0.35019927578748383,0.5860371654715145,,
15,5.315915,0.419355,0.420168,0.992916,0.196774,18.810044,310,130,119,50,69,0.34670983437942327,0.4209126294584556,,
16,5.525535,0.463087,0.469231,0.991224,0.231544,18.965497,298,138,130,61,69,0.3513282992408306,0.6038546889597933,,
17,5.541647,0.394231,0.347458,0.992651,0.147436,18.939022,312,123,118,41,77,0.35054173727045557,0.6179158162195836,,
18,5.38505,0.448161,0.507812,0.992867,0.237458,17.315404,299,134,128,65,63,0.3023043131348,0.4812484972844308,,
19,5.501998,0.452381,0.464286,0.99157,0.197279,18.983698,294,133,140,65,75,0.35186904847353573,0.5833131953461808,,
20,5.39337,0.460993,0.402878,0.992932,0.166667,18.269657,282,130,139,56,83,0.3306550299280489,0.48850934687694786,,
21,5.361022,0.48227,0.335766,0.992967,0.159574,18.721252,282,136,137,46,91,0.3440718439230454,0.46027887099569903,,
22,5.416136,0.488525,0.411348,0.992027,0.216393,18.760944,305,149,141,58,83,0.34525107352203,0.5083786724968764,,
23,5.447416,0.406452,0.370079,0.993162,0.148387,18.486936,310,126,127,47,80,0.3371103373217265,0.5356774975334873,,
24,5.3927,0.396285,0.484615,0.992632,0.188854,17.947309,323,128,130,63,67,0.32382525257472394,0.48792520449137883,,
25,5.514025,0.439446,0.464912,0.991664,0.228374,18.974152,289,127,114,53,61,0.35420916182674567,0.5938092919304042,,
26,5.46794,0.432526,0.451613,0.992377,0.197232,18.003571,289,125,124,56,68,0.32091646191421014,0.5535894511950836,,
27,5.438982,0.427152,0.41844,0.992437,0.155629,19.064733,302,129,141,59,82,0.3518746482134118,0.5283163601886579,,
28,5.42148,0.44702,0.40146,0.99226,0.175497,18.382212,302,135,137,55,82,0.33196288808327595,0.513042176273632,,
29,5.29172,0.44523,0.505263,0.992387,0.279152,18.982722,283,126,95,48,47,0.3494820719768546,0.39979681621559343,,
