metric,episodes_used,BEAR-SFC,DRL,MP-DCBJOH,OPTSEP,PRANOS,SBD
avg_latency_ms,30,4.256277,6.287750033333333,4.3687621,4.156541766666666,4.299531433333334,4.247297633333333
place_rate,30,0.5619255,0.44960876666666666,0.6693278000000001,0.5595179333333333,0.7691080333333333,0.5862613333333332
fo_hit_rate,30,0.5262151,0.5834882333333333,0.5056323,0.48260233333333336,0.0,0.4799634666666667
rel_pred_avg,30,0.9981981666666665,0.9968472666666666,0.9978361000000002,0.9982596333333332,0.9980878333333334,0.9950194999999998
emp_avail,30,0.4948292000000001,0.35327303333333326,0.5628830333333333,0.46922436666666667,0.07358953333333335,0.4966592
avg_cost_total,30,14.221929900000001,15.964857633333333,14.516695633333335,14.104861033333334,14.4132685,13.70494713333333
