metric,BEAR-SFC,PRANOS,episodes_used
avg_latency_ms,4.256277,4.299531433333334,30
place_rate,0.5619255,0.7691080333333333,30
fo_hit_rate,0.5262151,0.0,30
rel_pred_avg,0.9981981666666665,0.9980878333333334,30
emp_avail,0.4948292000000001,0.07358953333333335,30
avg_cost_total,14.221929900000001,14.4132685,30
